threeday_yrmo,threeday_yr,year,dayofyear,varvartemp_avg150toBot_anom
1935,1935,1994,44,0.1
1936,1936,1994,47,0.1
1937,1937,1994,50,0.1
1938,1938,1994,53,0.1
1939,1939,1994,56,0.1
1940,1940,1994,59,0.1
1941,1941,1994,62,0.1
1942,1942,1994,65,0.1
1943,1943,1994,68,0.1
1944,1944,1994,71,0.1
1945,1945,1994,74,0.1
1946,1946,1994,77,0.1
1947,1947,1994,80,0.1
1948,1948,1994,83,0.1
1949,1949,1994,86,0.1
1950,1950,1994,89,0.1
1951,1951,1994,92,0.1
1952,1952,1994,95,0.1
1953,1953,1994,98,0.1
1954,1954,1994,101,0.1
1955,1955,1994,104,0.1
1956,1956,1994,107,0.1
1957,1957,1994,110,0.1
1958,1958,1994,113,0.1
1959,1959,1994,116,0.1
1960,1960,1994,119,0.1
1961,1961,1994,122,0.1
1962,1962,1994,125,0.1
1963,1963,1994,128,0.1
1964,1964,1994,131,0.1
1965,1965,1994,134,0.1
1966,1966,1994,137,0.1
1967,1967,1994,140,0.1
1968,1968,1994,143,0.1
1969,1969,1994,146,0.1
1970,1970,1994,149,0.1
1971,1971,1994,152,0.1
1972,1972,1994,155,0.1
1973,1973,1994,158,0.1
1974,1974,1994,161,0.1
1975,1975,1994,164,0.1
1976,1976,1994,167,0.1
1977,1977,1994,170,0.1
1978,1978,1994,173,0.1
1979,1979,1994,176,0.1
1980,1980,1994,179,0.1
1981,1981,1994,182,0.1
1982,1982,1994,185,0.1
1983,1983,1994,188,0.1
1984,1984,1994,191,0.1
1985,1985,1994,194,0.1
1986,1986,1994,197,0.1
1987,1987,1994,200,0.1
1988,1988,1994,203,0.1
1989,1989,1994,206,0.1
1990,1990,1994,209,0.1
1991,1991,1994,212,0.0
1992,1992,1994,215,0.0
1993,1993,1994,218,0.0
1994,1994,1994,221,0.1
1995,1995,1994,224,0.1
1996,1996,1994,227,0.1
1997,1997,1994,230,0.1
1998,1998,1994,233,0.1
1999,1999,1994,236,0.1
2000,2000,1994,239,0.1
2001,2001,1994,242,0.0
2002,2002,1994,245,0.0
2003,2003,1994,248,0.0
2004,2004,1994,251,0.1
2005,2005,1994,254,0.1
2006,2006,1994,257,0.1
2007,2007,1994,260,0.1
2008,2008,1994,263,0.1
2009,2009,1994,266,0.1
2010,2010,1994,269,0.0
2011,2011,1994,272,0.0
2012,2012,1994,275,-0.0
2013,2013,1994,278,0.0
2014,2014,1994,281,0.0
2015,2015,1994,284,0.0
2016,2016,1994,287,0.0
2017,2017,1994,290,0.0
2018,2018,1994,293,0.0
2019,2019,1994,296,0.0
2020,2020,1994,299,0.0
2021,2021,1994,302,-0.0
2022,2022,1994,305,-0.0
2023,2023,1994,308,0.0
2024,2024,1994,311,0.0
2025,2025,1994,314,-0.0
2026,2026,1994,317,-0.0
2027,2027,1994,320,-0.0
2028,2028,1994,323,-0.0
2029,2029,1994,326,-0.0
2030,2030,1994,329,-0.0
2031,2031,1994,332,-0.0
2032,2032,1994,335,-0.0
2033,2033,1994,338,-0.1
2034,2034,1994,341,-0.1
2035,2035,1994,344,-0.1
2036,2036,1994,347,-0.0
2037,2037,1994,350,-0.1
2038,2038,1994,353,-0.1
2039,2039,1994,356,-0.0
2040,2040,1994,363,-0.1
2041,2041,1995,2,-0.1
2042,2042,1995,5,-0.1
2043,2043,1995,8,-0.1
2044,2044,1995,11,-0.1
2045,2045,1995,14,-0.1
2046,2046,1995,17,-0.1
2047,2047,1995,20,-0.1
2048,2048,1995,23,-0.1
2049,2049,1995,26,-0.1
2050,2050,1995,29,-0.1
2051,2051,1995,32,-0.1
2052,2052,1995,35,-0.1
2053,2053,1995,38,-0.1
2054,2054,1995,41,-0.1
2055,2055,1995,44,-0.1
2056,2056,1995,47,-0.1
2057,2057,1995,50,-0.0
2058,2058,1995,53,-0.1
2059,2059,1995,56,-0.1
2060,2060,1995,59,-0.1
2061,2061,1995,62,-0.1
2062,2062,1995,65,-0.0
2063,2063,1995,68,-0.0
2064,2064,1995,71,-0.0
2065,2065,1995,74,-0.0
2066,2066,1995,77,-0.0
2067,2067,1995,80,-0.0
2068,2068,1995,83,-0.0
2069,2069,1995,86,-0.1
2070,2070,1995,89,-0.1
2071,2071,1995,92,-0.0
2072,2072,1995,95,-0.0
2073,2073,1995,98,-0.0
2074,2074,1995,101,-0.0
2075,2075,1995,104,-0.0
2076,2076,1995,107,-0.0
2077,2077,1995,110,-0.0
2078,2078,1995,113,-0.0
2079,2079,1995,116,-0.0
2080,2080,1995,119,-0.0
2081,2081,1995,122,-0.0
2082,2082,1995,125,-0.0
2083,2083,1995,128,-0.0
2084,2084,1995,131,-0.0
2085,2085,1995,134,-0.0
2086,2086,1995,137,0.0
2087,2087,1995,140,0.0
2088,2088,1995,143,-0.0
2089,2089,1995,146,-0.0
2090,2090,1995,149,-0.0
2091,2091,1995,152,0.0
2092,2092,1995,155,0.0
2093,2093,1995,158,0.0
2094,2094,1995,161,0.0
2095,2095,1995,164,0.0
2096,2096,1995,167,0.0
2097,2097,1995,170,0.0
2098,2098,1995,173,-0.0
2099,2099,1995,176,-0.0
2100,2100,1995,179,0.0
2101,2101,1995,182,0.0
2102,2102,1995,185,0.0
2103,2103,1995,188,0.0
2104,2104,1995,191,0.0
2105,2105,1995,194,0.1
2106,2106,1995,197,0.1
2107,2107,1995,200,0.1
2108,2108,1995,203,0.0
2109,2109,1995,206,0.0
2110,2110,1995,209,0.1
2111,2111,1995,212,0.1
2112,2112,1995,215,0.1
2113,2113,1995,218,0.1
2114,2114,1995,221,0.1
2115,2115,1995,224,0.1
2116,2116,1995,227,0.1
2117,2117,1995,230,0.1
2118,2118,1995,233,0.1
2119,2119,1995,236,0.1
2120,2120,1995,239,0.1
2121,2121,1995,242,0.1
2122,2122,1995,245,0.1
2123,2123,1995,248,0.1
2124,2124,1995,251,0.1
2125,2125,1995,254,0.1
2126,2126,1995,257,0.1
2127,2127,1995,260,0.1
2128,2128,1995,263,0.1
2129,2129,1995,266,0.1
2130,2130,1995,269,0.1
2131,2131,1995,272,0.1
2132,2132,1995,275,0.1
2133,2133,1995,278,0.1
2134,2134,1995,281,0.1
2135,2135,1995,284,0.1
2136,2136,1995,287,0.1
2137,2137,1995,290,0.1
2138,2138,1995,293,0.1
2139,2139,1995,296,0.1
2140,2140,1995,299,0.1
2141,2141,1995,302,0.1
2142,2142,1995,305,0.1
2143,2143,1995,308,0.1
2144,2144,1995,311,0.1
2145,2145,1995,314,0.1
2146,2146,1995,317,0.1
2147,2147,1995,320,0.1
2148,2148,1995,323,0.1
2149,2149,1995,326,0.1
2150,2150,1995,329,0.1
2151,2151,1995,332,0.1
2152,2152,1995,335,0.1
2153,2153,1995,338,0.1
2154,2154,1995,341,0.1
2155,2155,1995,344,0.1
2156,2156,1995,347,0.1
2157,2157,1995,350,0.1
2158,2158,1995,353,0.1
2159,2159,1995,356,0.1
2160,2160,1995,363,0.1
2161,2161,1996,2,0.1
2162,2162,1996,5,0.1
2163,2163,1996,8,0.1
2164,2164,1996,11,0.1
2165,2165,1996,14,0.1
2166,2166,1996,17,0.1
2167,2167,1996,20,0.1
2168,2168,1996,23,0.1
2169,2169,1996,26,0.1
2170,2170,1996,29,0.1
2171,2171,1996,32,0.1
2172,2172,1996,35,0.1
2173,2173,1996,38,0.1
2174,2174,1996,41,0.1
2175,2175,1996,44,0.1
2176,2176,1996,47,0.1
2177,2177,1996,50,0.1
2178,2178,1996,53,0.1
2179,2179,1996,56,0.2
2180,2180,1996,59,0.2
2181,2181,1996,62,0.1
2182,2182,1996,65,0.1
2183,2183,1996,68,0.1
2184,2184,1996,71,0.1
2185,2185,1996,74,0.1
2186,2186,1996,77,0.1
2187,2187,1996,80,0.1
2188,2188,1996,83,0.2
2189,2189,1996,86,0.2
2190,2190,1996,89,0.2
2191,2191,1996,92,0.2
2192,2192,1996,95,0.1
2193,2193,1996,98,0.1
2194,2194,1996,101,0.1
2195,2195,1996,104,0.1
2196,2196,1996,107,0.1
2197,2197,1996,110,0.1
2198,2198,1996,113,0.1
2199,2199,1996,116,0.1
2200,2200,1996,119,0.1
2201,2201,1996,122,0.1
2202,2202,1996,125,0.1
2203,2203,1996,128,0.1
2204,2204,1996,131,0.1
2205,2205,1996,134,0.1
2206,2206,1996,137,0.1
2207,2207,1996,140,0.1
2208,2208,1996,143,0.1
2209,2209,1996,146,0.1
2210,2210,1996,149,0.1
2211,2211,1996,152,0.1
2212,2212,1996,155,0.1
2213,2213,1996,158,0.1
2214,2214,1996,161,0.1
2215,2215,1996,164,0.1
2216,2216,1996,167,0.1
2217,2217,1996,170,0.1
2218,2218,1996,173,0.1
2219,2219,1996,176,0.1
2220,2220,1996,179,0.1
2221,2221,1996,182,0.1
2222,2222,1996,185,0.1
2223,2223,1996,188,0.1
2224,2224,1996,191,0.1
2225,2225,1996,194,0.1
2226,2226,1996,197,0.1
2227,2227,1996,200,0.1
2228,2228,1996,203,0.1
2229,2229,1996,206,0.0
2230,2230,1996,209,0.0
2231,2231,1996,212,0.0
2232,2232,1996,215,0.1
2233,2233,1996,218,0.1
2234,2234,1996,221,0.0
2235,2235,1996,224,0.0
2236,2236,1996,227,-0.0
2237,2237,1996,230,-0.0
2238,2238,1996,233,-0.0
2239,2239,1996,236,-0.0
2240,2240,1996,239,-0.1
2241,2241,1996,242,-0.1
2242,2242,1996,245,-0.1
2243,2243,1996,248,-0.1
2244,2244,1996,251,-0.1
2245,2245,1996,254,-0.1
2246,2246,1996,257,-0.2
2247,2247,1996,260,-0.2
2248,2248,1996,263,-0.2
2249,2249,1996,266,-0.2
2250,2250,1996,269,-0.2
2251,2251,1996,272,-0.2
2252,2252,1996,275,-0.2
2253,2253,1996,278,-0.2
2254,2254,1996,281,-0.3
2255,2255,1996,284,-0.3
2256,2256,1996,287,-0.3
2257,2257,1996,290,-0.3
2258,2258,1996,293,-0.3
2259,2259,1996,296,-0.3
2260,2260,1996,299,-0.3
2261,2261,1996,302,-0.3
2262,2262,1996,305,-0.3
2263,2263,1996,308,-0.3
2264,2264,1996,311,-0.3
2265,2265,1996,314,-0.4
2266,2266,1996,317,-0.4
2267,2267,1996,320,-0.4
2268,2268,1996,323,-0.4
2269,2269,1996,326,-0.4
2270,2270,1996,329,-0.4
2271,2271,1996,332,-0.4
2272,2272,1996,335,-0.4
2273,2273,1996,338,-0.4
2274,2274,1996,341,-0.4
2275,2275,1996,344,-0.4
2276,2276,1996,347,-0.4
2277,2277,1996,350,-0.4
2278,2278,1996,353,-0.4
2279,2279,1996,356,-0.4
2280,2280,1996,363,-0.4
2281,2281,1997,2,-0.4
2282,2282,1997,5,-0.4
2283,2283,1997,8,-0.4
2284,2284,1997,11,-0.4
2285,2285,1997,14,-0.4
2286,2286,1997,17,-0.4
2287,2287,1997,20,-0.4
2288,2288,1997,23,-0.4
2289,2289,1997,26,-0.4
2290,2290,1997,29,-0.4
2291,2291,1997,32,-0.3
2292,2292,1997,35,-0.3
2293,2293,1997,38,-0.4
2294,2294,1997,41,-0.4
2295,2295,1997,44,-0.3
2296,2296,1997,47,-0.3
2297,2297,1997,50,-0.3
2298,2298,1997,53,-0.3
2299,2299,1997,56,-0.3
2300,2300,1997,59,-0.3
2301,2301,1997,62,-0.3
2302,2302,1997,65,-0.3
2303,2303,1997,68,-0.3
2304,2304,1997,71,-0.3
2305,2305,1997,74,-0.3
2306,2306,1997,77,-0.3
2307,2307,1997,80,-0.3
2308,2308,1997,83,-0.3
2309,2309,1997,86,-0.3
2310,2310,1997,89,-0.3
2311,2311,1997,92,-0.3
2312,2312,1997,95,-0.3
2313,2313,1997,98,-0.3
2314,2314,1997,101,-0.3
2315,2315,1997,104,-0.3
2316,2316,1997,107,-0.3
2317,2317,1997,110,-0.3
2318,2318,1997,113,-0.3
2319,2319,1997,116,-0.3
2320,2320,1997,119,-0.3
2321,2321,1997,122,-0.3
2322,2322,1997,125,-0.3
2323,2323,1997,128,-0.3
2324,2324,1997,131,-0.3
2325,2325,1997,134,-0.3
2326,2326,1997,137,-0.3
2327,2327,1997,140,-0.3
2328,2328,1997,143,-0.3
2329,2329,1997,146,-0.3
2330,2330,1997,149,-0.3
2331,2331,1997,152,-0.3
2332,2332,1997,155,-0.3
2333,2333,1997,158,-0.3
2334,2334,1997,161,-0.3
2335,2335,1997,164,-0.3
2336,2336,1997,167,-0.3
2337,2337,1997,170,-0.3
2338,2338,1997,173,-0.3
2339,2339,1997,176,-0.3
2340,2340,1997,179,-0.3
2341,2341,1997,182,-0.3
2342,2342,1997,185,-0.3
2343,2343,1997,188,-0.3
2344,2344,1997,191,-0.3
2345,2345,1997,194,-0.3
2346,2346,1997,197,-0.3
2347,2347,1997,200,-0.3
2348,2348,1997,203,-0.3
2349,2349,1997,206,-0.3
2350,2350,1997,209,-0.3
2351,2351,1997,212,-0.3
2352,2352,1997,215,-0.3
2353,2353,1997,218,-0.3
2354,2354,1997,221,-0.3
2355,2355,1997,224,-0.3
2356,2356,1997,227,-0.3
2357,2357,1997,230,-0.3
2358,2358,1997,233,-0.3
2359,2359,1997,236,-0.3
2360,2360,1997,239,-0.3
2361,2361,1997,242,-0.3
2362,2362,1997,245,-0.3
2363,2363,1997,248,-0.3
2364,2364,1997,251,-0.3
2365,2365,1997,254,-0.3
2366,2366,1997,257,-0.3
2367,2367,1997,260,-0.3
2368,2368,1997,263,-0.2
2369,2369,1997,266,-0.2
2370,2370,1997,269,-0.3
2371,2371,1997,272,-0.3
2372,2372,1997,275,-0.3
2373,2373,1997,278,-0.3
2374,2374,1997,281,-0.3
2375,2375,1997,284,-0.3
2376,2376,1997,287,-0.3
2377,2377,1997,290,-0.3
2378,2378,1997,293,-0.3
2379,2379,1997,296,-0.3
2380,2380,1997,299,-0.3
2381,2381,1997,302,-0.3
2382,2382,1997,305,-0.3
2383,2383,1997,308,-0.3
2384,2384,1997,311,-0.3
2385,2385,1997,314,-0.3
2386,2386,1997,317,-0.3
2387,2387,1997,320,-0.3
2388,2388,1997,323,-0.3
2389,2389,1997,326,-0.3
2390,2390,1997,329,-0.3
2391,2391,1997,332,-0.3
2392,2392,1997,335,-0.3
2393,2393,1997,338,-0.3
2394,2394,1997,341,-0.3
2395,2395,1997,344,-0.3
2396,2396,1997,347,-0.3
2397,2397,1997,350,-0.3
2398,2398,1997,353,-0.3
2399,2399,1997,356,-0.3
2400,2400,1997,363,-0.2
2401,2401,1998,2,-0.2
2402,2402,1998,5,-0.2
2403,2403,1998,8,-0.2
2404,2404,1998,11,-0.2
2405,2405,1998,14,-0.2
2406,2406,1998,17,-0.2
2407,2407,1998,20,-0.2
2408,2408,1998,23,-0.2
2409,2409,1998,26,-0.2
2410,2410,1998,29,-0.2
2411,2411,1998,32,-0.2
2412,2412,1998,35,-0.2
2413,2413,1998,38,-0.2
2414,2414,1998,41,-0.1
2415,2415,1998,44,-0.1
2416,2416,1998,47,-0.1
2417,2417,1998,50,-0.1
2418,2418,1998,53,-0.1
2419,2419,1998,56,-0.1
2420,2420,1998,59,-0.1
2421,2421,1998,62,-0.1
2422,2422,1998,65,-0.1
2423,2423,1998,68,-0.1
2424,2424,1998,71,-0.0
2425,2425,1998,74,-0.0
2426,2426,1998,77,-0.0
2427,2427,1998,80,-0.0
2428,2428,1998,83,-0.0
2429,2429,1998,86,-0.0
2430,2430,1998,89,-0.0
2431,2431,1998,92,-0.0
2432,2432,1998,95,0.0
2433,2433,1998,98,0.0
2434,2434,1998,101,0.0
2435,2435,1998,104,0.0
2436,2436,1998,107,0.0
2437,2437,1998,110,0.0
2438,2438,1998,113,0.0
2439,2439,1998,116,0.0
2440,2440,1998,119,0.0
2441,2441,1998,122,0.0
2442,2442,1998,125,0.1
2443,2443,1998,128,0.1
2444,2444,1998,131,0.1
2445,2445,1998,134,0.1
2446,2446,1998,137,0.1
2447,2447,1998,140,0.1
2448,2448,1998,143,0.1
2449,2449,1998,146,0.1
2450,2450,1998,149,0.1
2451,2451,1998,152,0.1
2452,2452,1998,155,0.1
2453,2453,1998,158,0.1
2454,2454,1998,161,0.1
2455,2455,1998,164,0.1
2456,2456,1998,167,0.1
2457,2457,1998,170,0.1
2458,2458,1998,173,0.1
2459,2459,1998,176,0.1
2460,2460,1998,179,0.1
2461,2461,1998,182,0.1
2462,2462,1998,185,0.1
2463,2463,1998,188,0.1
2464,2464,1998,191,0.2
2465,2465,1998,194,0.2
2466,2466,1998,197,0.2
2467,2467,1998,200,0.2
2468,2468,1998,203,0.2
2469,2469,1998,206,0.2
2470,2470,1998,209,0.2
2471,2471,1998,212,0.2
2472,2472,1998,215,0.1
2473,2473,1998,218,0.2
2474,2474,1998,221,0.2
2475,2475,1998,224,0.2
2476,2476,1998,227,0.2
2477,2477,1998,230,0.2
2478,2478,1998,233,0.2
2479,2479,1998,236,0.3
2480,2480,1998,239,0.2
2481,2481,1998,242,0.2
2482,2482,1998,245,0.2
2483,2483,1998,248,0.2
2484,2484,1998,251,0.3
2485,2485,1998,254,0.3
2486,2486,1998,257,0.3
2487,2487,1998,260,0.3
2488,2488,1998,263,0.3
2489,2489,1998,266,0.3
2490,2490,1998,269,0.3
2491,2491,1998,272,0.3
2492,2492,1998,275,0.3
2493,2493,1998,278,0.3
2494,2494,1998,281,0.3
2495,2495,1998,284,0.4
2496,2496,1998,287,0.4
2497,2497,1998,290,0.4
2498,2498,1998,293,0.4
2499,2499,1998,296,0.4
2500,2500,1998,299,0.4
2501,2501,1998,302,0.4
2502,2502,1998,305,0.4
2503,2503,1998,308,0.4
2504,2504,1998,311,0.4
2505,2505,1998,314,0.4
2506,2506,1998,317,0.4
2507,2507,1998,320,0.4
2508,2508,1998,323,0.4
2509,2509,1998,326,0.4
2510,2510,1998,329,0.4
2511,2511,1998,332,0.4
2512,2512,1998,335,0.4
2513,2513,1998,338,0.4
2514,2514,1998,341,0.4
2515,2515,1998,344,0.4
2516,2516,1998,347,0.4
2517,2517,1998,350,0.4
2518,2518,1998,353,0.4
2519,2519,1998,356,0.4
2520,2520,1998,363,0.4
2521,2521,1999,2,0.4
2522,2522,1999,5,0.4
2523,2523,1999,8,0.4
2524,2524,1999,11,0.4
2525,2525,1999,14,0.4
2526,2526,1999,17,0.4
2527,2527,1999,20,0.4
2528,2528,1999,23,0.4
2529,2529,1999,26,0.4
2530,2530,1999,29,0.4
2531,2531,1999,32,0.4
2532,2532,1999,35,0.4
2533,2533,1999,38,0.4
2534,2534,1999,41,0.4
2535,2535,1999,44,0.4
2536,2536,1999,47,0.4
2537,2537,1999,50,0.4
2538,2538,1999,53,0.4
2539,2539,1999,56,0.4
2540,2540,1999,59,0.4
2541,2541,1999,62,0.4
2542,2542,1999,65,0.4
2543,2543,1999,68,0.4
2544,2544,1999,71,0.4
2545,2545,1999,74,0.4
2546,2546,1999,77,0.4
2547,2547,1999,80,0.4
2548,2548,1999,83,0.4
2549,2549,1999,86,0.4
2550,2550,1999,89,0.4
2551,2551,1999,92,0.4
2552,2552,1999,95,0.4
2553,2553,1999,98,0.4
2554,2554,1999,101,0.4
2555,2555,1999,104,0.4
2556,2556,1999,107,0.4
2557,2557,1999,110,0.4
2558,2558,1999,113,0.4
2559,2559,1999,116,0.4
2560,2560,1999,119,0.4
2561,2561,1999,122,0.4
2562,2562,1999,125,0.4
2563,2563,1999,128,0.4
2564,2564,1999,131,0.4
2565,2565,1999,134,0.3
2566,2566,1999,137,0.3
2567,2567,1999,140,0.3
2568,2568,1999,143,0.3
2569,2569,1999,146,0.3
2570,2570,1999,149,0.3
2571,2571,1999,152,0.3
2572,2572,1999,155,0.3
2573,2573,1999,158,0.3
2574,2574,1999,161,0.2
2575,2575,1999,164,0.2
2576,2576,1999,167,0.3
2577,2577,1999,170,0.3
2578,2578,1999,173,0.2
2579,2579,1999,176,0.2
2580,2580,1999,179,0.2
2581,2581,1999,182,0.2
2582,2582,1999,185,0.2
2583,2583,1999,188,0.2
2584,2584,1999,191,0.2
2585,2585,1999,194,0.2
2586,2586,1999,197,0.2
2587,2587,1999,200,0.2
2588,2588,1999,203,0.1
2589,2589,1999,206,0.1
2590,2590,1999,209,0.1
2591,2591,1999,212,0.1
2592,2592,1999,215,0.1
2593,2593,1999,218,0.0
2594,2594,1999,221,0.0
2595,2595,1999,224,0.0
2596,2596,1999,227,0.0
2597,2597,1999,230,-0.0
2598,2598,1999,233,-0.1
2599,2599,1999,236,-0.1
2600,2600,1999,239,-0.1
2601,2601,1999,242,-0.2
2602,2602,1999,245,-0.2
2603,2603,1999,248,-0.2
2604,2604,1999,251,-0.2
2605,2605,1999,254,-0.2
2606,2606,1999,257,-0.2
2607,2607,1999,260,-0.3
2608,2608,1999,263,-0.3
2609,2609,1999,266,-0.4
2610,2610,1999,269,-0.4
2611,2611,1999,272,-0.4
2612,2612,1999,275,-0.4
2613,2613,1999,278,-0.4
2614,2614,1999,281,-0.4
2615,2615,1999,284,-0.4
2616,2616,1999,287,-0.4
2617,2617,1999,290,-0.4
2618,2618,1999,293,-0.5
2619,2619,1999,296,-0.5
2620,2620,1999,299,-0.5
2621,2621,1999,302,-0.5
2622,2622,1999,305,-0.5
2623,2623,1999,308,-0.5
2624,2624,1999,311,-0.5
2625,2625,1999,314,-0.5
2626,2626,1999,317,-0.5
2627,2627,1999,320,-0.5
2628,2628,1999,323,-0.5
2629,2629,1999,326,-0.5
2630,2630,1999,329,-0.4
2631,2631,1999,332,-0.4
2632,2632,1999,335,-0.4
2633,2633,1999,338,-0.4
2634,2634,1999,341,-0.4
2635,2635,1999,344,-0.4
2636,2636,1999,347,-0.4
2637,2637,1999,350,-0.4
2638,2638,1999,353,-0.4
2639,2639,1999,356,-0.4
2640,2640,1999,363,-0.4
2641,2641,2000,2,-0.4
2642,2642,2000,5,-0.4
2643,2643,2000,8,-0.4
2644,2644,2000,11,-0.4
2645,2645,2000,14,-0.4
2646,2646,2000,17,-0.4
2647,2647,2000,20,-0.4
2648,2648,2000,23,-0.4
2649,2649,2000,26,-0.4
2650,2650,2000,29,-0.4
2651,2651,2000,32,-0.4
2652,2652,2000,35,-0.4
2653,2653,2000,38,-0.4
2654,2654,2000,41,-0.4
2655,2655,2000,44,-0.4
2656,2656,2000,47,-0.4
2657,2657,2000,50,-0.4
2658,2658,2000,53,-0.4
2659,2659,2000,56,-0.3
2660,2660,2000,59,-0.3
2661,2661,2000,62,-0.3
2662,2662,2000,65,-0.3
2663,2663,2000,68,-0.3
2664,2664,2000,71,-0.4
2665,2665,2000,74,-0.3
2666,2666,2000,77,-0.3
2667,2667,2000,80,-0.3
2668,2668,2000,83,-0.3
2669,2669,2000,86,-0.3
2670,2670,2000,89,-0.3
2671,2671,2000,92,-0.3
2672,2672,2000,95,-0.3
2673,2673,2000,98,-0.3
2674,2674,2000,101,-0.3
2675,2675,2000,104,-0.3
2676,2676,2000,107,-0.3
2677,2677,2000,110,-0.3
2678,2678,2000,113,-0.3
2679,2679,2000,116,-0.3
2680,2680,2000,119,-0.3
2681,2681,2000,122,-0.3
2682,2682,2000,125,-0.3
2683,2683,2000,128,-0.3
2684,2684,2000,131,-0.3
2685,2685,2000,134,-0.3
2686,2686,2000,137,-0.3
2687,2687,2000,140,-0.3
2688,2688,2000,143,-0.3
2689,2689,2000,146,-0.3
2690,2690,2000,149,-0.3
2691,2691,2000,152,-0.3
2692,2692,2000,155,-0.3
2693,2693,2000,158,-0.3
2694,2694,2000,161,-0.3
2695,2695,2000,164,-0.3
2696,2696,2000,167,-0.3
2697,2697,2000,170,-0.3
2698,2698,2000,173,-0.3
2699,2699,2000,176,-0.3
2700,2700,2000,179,-0.3
2701,2701,2000,182,-0.3
2702,2702,2000,185,-0.3
2703,2703,2000,188,-0.3
2704,2704,2000,191,-0.3
2705,2705,2000,194,-0.3
2706,2706,2000,197,-0.3
2707,2707,2000,200,-0.3
2708,2708,2000,203,-0.3
2709,2709,2000,206,-0.3
2710,2710,2000,209,-0.3
2711,2711,2000,212,-0.3
2712,2712,2000,215,-0.3
2713,2713,2000,218,-0.3
2714,2714,2000,221,-0.3
2715,2715,2000,224,-0.3
2716,2716,2000,227,-0.3
2717,2717,2000,230,-0.3
2718,2718,2000,233,-0.3
2719,2719,2000,236,-0.3
2720,2720,2000,239,-0.3
2721,2721,2000,242,-0.3
2722,2722,2000,245,-0.3
2723,2723,2000,248,-0.3
2724,2724,2000,251,-0.3
2725,2725,2000,254,-0.3
2726,2726,2000,257,-0.3
2727,2727,2000,260,-0.3
2728,2728,2000,263,-0.3
2729,2729,2000,266,-0.3
2730,2730,2000,269,-0.3
2731,2731,2000,272,-0.3
2732,2732,2000,275,-0.3
2733,2733,2000,278,-0.3
2734,2734,2000,281,-0.3
2735,2735,2000,284,-0.3
2736,2736,2000,287,-0.3
2737,2737,2000,290,-0.3
2738,2738,2000,293,-0.3
2739,2739,2000,296,-0.3
2740,2740,2000,299,-0.3
2741,2741,2000,302,-0.3
2742,2742,2000,305,-0.3
2743,2743,2000,308,-0.3
2744,2744,2000,311,-0.3
2745,2745,2000,314,-0.3
2746,2746,2000,317,-0.3
2747,2747,2000,320,-0.3
2748,2748,2000,323,-0.3
2749,2749,2000,326,-0.3
2750,2750,2000,329,-0.3
2751,2751,2000,332,-0.3
2752,2752,2000,335,-0.3
2753,2753,2000,338,-0.3
2754,2754,2000,341,-0.3
2755,2755,2000,344,-0.3
2756,2756,2000,347,-0.3
2757,2757,2000,350,-0.3
2758,2758,2000,353,-0.3
2759,2759,2000,356,-0.3
2760,2760,2000,363,-0.3
2761,2761,2001,2,-0.3
2762,2762,2001,5,-0.3
2763,2763,2001,8,-0.3
2764,2764,2001,11,-0.3
2765,2765,2001,14,-0.3
2766,2766,2001,17,-0.3
2767,2767,2001,20,-0.3
2768,2768,2001,23,-0.3
2769,2769,2001,26,-0.3
2770,2770,2001,29,-0.3
2771,2771,2001,32,-0.3
2772,2772,2001,35,-0.3
2773,2773,2001,38,-0.3
2774,2774,2001,41,-0.3
2775,2775,2001,44,-0.3
2776,2776,2001,47,-0.3
2777,2777,2001,50,-0.3
2778,2778,2001,53,-0.3
2779,2779,2001,56,-0.3
2780,2780,2001,59,-0.3
2781,2781,2001,62,-0.3
2782,2782,2001,65,-0.3
2783,2783,2001,68,-0.3
2784,2784,2001,71,-0.3
2785,2785,2001,74,-0.3
2786,2786,2001,77,-0.2
2787,2787,2001,80,-0.2
2788,2788,2001,83,-0.3
2789,2789,2001,86,-0.3
2790,2790,2001,89,-0.3
2791,2791,2001,92,-0.3
2792,2792,2001,95,-0.3
2793,2793,2001,98,-0.3
2794,2794,2001,101,-0.3
2795,2795,2001,104,-0.3
2796,2796,2001,107,-0.3
2797,2797,2001,110,-0.3
2798,2798,2001,113,-0.3
2799,2799,2001,116,-0.3
2800,2800,2001,119,-0.3
2801,2801,2001,122,-0.3
2802,2802,2001,125,-0.3
2803,2803,2001,128,-0.3
2804,2804,2001,131,-0.3
2805,2805,2001,134,-0.3
2806,2806,2001,137,-0.3
2807,2807,2001,140,-0.3
2808,2808,2001,143,-0.3
2809,2809,2001,146,-0.3
2810,2810,2001,149,-0.3
2811,2811,2001,152,-0.3
2812,2812,2001,155,-0.3
2813,2813,2001,158,-0.3
2814,2814,2001,161,-0.3
2815,2815,2001,164,-0.3
2816,2816,2001,167,-0.3
2817,2817,2001,170,-0.3
2818,2818,2001,173,-0.3
2819,2819,2001,176,-0.3
2820,2820,2001,179,-0.3
2821,2821,2001,182,-0.3
2822,2822,2001,185,-0.3
2823,2823,2001,188,-0.3
2824,2824,2001,191,-0.3
2825,2825,2001,194,-0.3
2826,2826,2001,197,-0.3
2827,2827,2001,200,-0.3
2828,2828,2001,203,-0.2
2829,2829,2001,206,-0.2
2830,2830,2001,209,-0.2
2831,2831,2001,212,-0.3
