threeday_yrmo,threeday_yr,year,dayofyear,varvartemp1_C_0-10mAvg
1992,1992,1996,215,14.0
1993,1993,1996,218,13.8
1994,1994,1996,221,14.0
1995,1995,1996,224,14.1
1996,1996,1996,227,14.0
1997,1997,1996,230,14.0
1998,1998,1996,233,13.9
1999,1999,1996,236,13.9
2000,2000,1996,239,13.9
2001,2001,1996,242,13.8
2002,2002,1996,245,13.6
2003,2003,1996,248,13.5
2004,2004,1996,251,13.2
2005,2005,1996,254,13.1
2006,2006,1996,257,13.1
2007,2007,1996,260,12.8
2008,2008,1996,263,12.7
2009,2009,1996,266,12.5
2010,2010,1996,269,12.1
2011,2011,1996,272,12.0
2012,2012,1996,275,11.8
2013,2013,1996,278,11.5
2014,2014,1996,281,11.5
2015,2015,1996,284,11.5
2016,2016,1996,287,11.2
2017,2017,1996,290,10.6
2018,2018,1996,293,9.9
2019,2019,1996,296,9.6
2020,2020,1996,299,9.5
2021,2021,1996,302,9.4
2022,2022,1996,305,9.1
2023,2023,1996,308,9.0
2024,2024,1996,311,8.8
2025,2025,1996,314,8.6
2026,2026,1996,317,8.6
2027,2027,1996,320,8.6
2028,2028,1996,323,8.2
2029,2029,1996,326,7.6
2030,2030,1996,329,7.1
2031,2031,1996,332,7.1
2032,2032,1996,335,7.1
2033,2033,1996,338,7.1
2034,2034,1996,341,7.0
2035,2035,1996,344,6.9
2036,2036,1996,347,6.9
2037,2037,1996,350,6.7
2038,2038,1996,353,6.4
2039,2039,1996,356,6.3
2040,2040,1996,361,5.5
2041,2041,1997,2,5.5
2042,2042,1997,5,5.6
2043,2043,1997,8,5.8
2044,2044,1997,11,5.8
2045,2045,1997,14,5.7
2046,2046,1997,17,5.6
2047,2047,1997,20,5.8
2048,2048,1997,23,5.9
2049,2049,1997,26,5.6
2050,2050,1997,29,5.4
2051,2051,1997,32,5.8
2052,2052,1997,35,5.8
2053,2053,1997,38,5.7
2054,2054,1997,41,5.8
2055,2055,1997,44,6.0
2056,2056,1997,47,6.1
2057,2057,1997,50,6.3
2058,2058,1997,53,6.4
2059,2059,1997,56,6.5
2060,2060,1997,59,6.5
2061,2061,1997,62,6.6
2062,2062,1997,65,6.4
2063,2063,1997,68,6.5
2064,2064,1997,71,6.6
2065,2065,1997,74,6.6
2066,2066,1997,77,6.6
2067,2067,1997,80,6.8
2068,2068,1997,83,6.9
2069,2069,1997,86,7.1
2070,2070,1997,89,7.1
2071,2071,1997,92,7.2
2072,2072,1997,95,7.3
2073,2073,1997,98,7.8
2074,2074,1997,101,8.1
2075,2075,1997,104,8.3
2076,2076,1997,107,8.4
2077,2077,1997,110,8.6
2078,2078,1997,113,9.0
2079,2079,1997,116,9.4
2080,2080,1997,119,9.4
2081,2081,1997,122,9.5
2082,2082,1997,125,9.5
2083,2083,1997,128,9.6
2084,2084,1997,131,10.3
2085,2085,1997,134,11.1
2086,2086,1997,137,11.8
2087,2087,1997,140,11.7
2088,2088,1997,143,11.8
2089,2089,1997,146,12.1
2090,2090,1997,149,12.3
2091,2091,1997,152,12.2
2092,2092,1997,155,12.1
2093,2093,1997,158,12.4
2094,2094,1997,161,12.9
2095,2095,1997,164,13.4
2096,2096,1997,167,14.0
2097,2097,1997,170,13.8
2098,2098,1997,173,13.8
2099,2099,1997,176,13.6
2100,2100,1997,179,13.4
2101,2101,1997,182,13.9
2102,2102,1997,185,14.2
2103,2103,1997,188,14.4
2104,2104,1997,191,13.8
2105,2105,1997,194,14.6
2106,2106,1997,197,15.2
2107,2107,1997,200,15.0
2108,2108,1997,203,14.9
2109,2109,1997,206,14.9
2110,2110,1997,209,14.9
2111,2111,1997,212,15.1
2112,2112,1997,215,14.9
2113,2113,1997,218,15.0
2114,2114,1997,221,14.6
2115,2115,1997,224,14.9
2116,2116,1997,227,14.9
2117,2117,1997,230,14.6
2118,2118,1997,233,14.5
2119,2119,1997,236,14.2
2120,2120,1997,239,13.6
2121,2121,1997,242,13.5
2122,2122,1997,245,13.8
2123,2123,1997,248,13.9
2124,2124,1997,251,13.8
2125,2125,1997,254,13.8
2126,2126,1997,257,13.5
2127,2127,1997,260,12.8
2128,2128,1997,263,12.5
2129,2129,1997,266,12.8
2130,2130,1997,269,12.9
2131,2131,1997,272,12.5
2132,2132,1997,275,12.1
2133,2133,1997,278,11.7
2134,2134,1997,281,11.5
2135,2135,1997,284,10.8
2136,2136,1997,287,10.7
2137,2137,1997,290,10.8
2138,2138,1997,293,10.6
2139,2139,1997,296,10.4
2140,2140,1997,299,10.2
2141,2141,1997,302,10.0
2142,2142,1997,305,10.0
2143,2143,1997,308,9.9
2144,2144,1997,311,10.0
2145,2145,1997,314,9.8
2146,2146,1997,317,9.4
2147,2147,1997,320,9.1
2148,2148,1997,323,9.0
2149,2149,1997,326,8.8
2150,2150,1997,329,8.8
2151,2151,1997,332,8.6
2152,2152,1997,335,8.6
2153,2153,1997,338,8.3
2154,2154,1997,341,8.0
2155,2155,1997,344,7.9
2156,2156,1997,347,7.8
2157,2157,1997,350,8.0
2158,2158,1997,353,7.8
2159,2159,1997,356,7.6
2160,2160,1997,360,7.2
2161,2161,1998,2,7.3
2162,2162,1998,5,6.9
2163,2163,1998,8,6.8
2164,2164,1998,11,6.3
2165,2165,1998,14,6.0
2166,2166,1998,17,6.5
2167,2167,1998,20,6.6
2168,2168,1998,23,6.7
2169,2169,1998,26,7.0
2170,2170,1998,29,6.9
2171,2171,1998,32,6.9
2172,2172,1998,35,6.9
2173,2173,1998,38,6.9
2174,2174,1998,41,7.1
2175,2175,1998,44,7.2
2176,2176,1998,47,7.3
2177,2177,1998,50,7.3
2178,2178,1998,53,7.4
2179,2179,1998,56,7.3
2180,2180,1998,59,7.2
2181,2181,1998,62,7.3
2182,2182,1998,65,7.2
2183,2183,1998,68,7.2
2184,2184,1998,71,7.5
2185,2185,1998,74,7.8
2186,2186,1998,77,7.9
2187,2187,1998,80,8.1
2188,2188,1998,83,8.3
2189,2189,1998,86,8.4
2190,2190,1998,89,8.4
2191,2191,1998,92,8.4
2192,2192,1998,95,8.7
2193,2193,1998,98,8.9
2194,2194,1998,101,9.0
2195,2195,1998,104,9.1
2196,2196,1998,107,9.4
2197,2197,1998,110,9.6
2198,2198,1998,113,9.9
2199,2199,1998,116,10.0
2200,2200,1998,119,10.4
2201,2201,1998,122,10.9
2202,2202,1998,125,11.5
2203,2203,1998,128,12.1
2204,2204,1998,131,12.2
2205,2205,1998,134,12.3
2206,2206,1998,137,11.8
2207,2207,1998,140,12.1
2208,2208,1998,143,12.5
2209,2209,1998,146,12.2
2210,2210,1998,149,12.0
2211,2211,1998,152,12.8
2212,2212,1998,155,13.7
2213,2213,1998,158,14.3
2214,2214,1998,161,14.6
2215,2215,1998,164,14.2
2216,2216,1998,167,13.7
2217,2217,1998,170,14.0
2218,2218,1998,173,14.4
2219,2219,1998,176,14.0
2220,2220,1998,179,14.2
2221,2221,1998,182,14.9
2222,2222,1998,185,15.6
2223,2223,1998,188,15.5
2224,2224,1998,191,15.3
2225,2225,1998,194,15.0
2226,2226,1998,197,14.6
2227,2227,1998,200,15.1
2228,2228,1998,203,15.4
2229,2229,1998,206,15.6
2230,2230,1998,209,15.9
2231,2231,1998,212,16.2
2232,2232,1998,215,16.4
2233,2233,1998,218,16.2
2234,2234,1998,221,15.8
2235,2235,1998,224,15.8
2236,2236,1998,227,15.8
2237,2237,1998,230,15.5
2238,2238,1998,233,15.3
2239,2239,1998,236,15.2
2240,2240,1998,239,15.2
2241,2241,1998,242,15.2
2242,2242,1998,245,15.0
2243,2243,1998,248,14.5
2244,2244,1998,251,14.1
2245,2245,1998,254,13.7
2246,2246,1998,257,13.8
2247,2247,1998,260,13.6
2248,2248,1998,263,13.4
2249,2249,1998,266,13.2
2250,2250,1998,269,13.0
2251,2251,1998,272,12.7
2252,2252,1998,275,12.4
2253,2253,1998,278,12.0
2254,2254,1998,281,11.8
2255,2255,1998,284,11.6
2256,2256,1998,287,11.2
2257,2257,1998,290,11.1
2258,2258,1998,293,10.8
2259,2259,1998,296,10.8
2260,2260,1998,299,10.7
2261,2261,1998,302,10.4
2262,2262,1998,305,10.1
2263,2263,1998,308,10.0
2264,2264,1998,311,9.8
2265,2265,1998,314,9.5
2266,2266,1998,317,9.3
2267,2267,1998,320,9.3
2268,2268,1998,323,9.2
2269,2269,1998,326,9.0
2270,2270,1998,329,8.9
2271,2271,1998,332,8.8
2272,2272,1998,335,8.6
2273,2273,1998,338,8.3
2274,2274,1998,341,8.1
2275,2275,1998,344,8.0
2276,2276,1998,347,8.0
2277,2277,1998,350,7.8
2278,2278,1998,353,7.6
2279,2279,1998,356,6.6
2280,2280,1998,360,6.5
2281,2281,1999,2,6.5
2282,2282,1999,5,6.5
2283,2283,1999,8,6.5
2284,2284,1999,11,6.5
2285,2285,1999,14,6.7
2286,2286,1999,17,6.7
2287,2287,1999,20,6.8
2288,2288,1999,23,6.8
2289,2289,1999,26,6.5
2290,2290,1999,29,6.5
2291,2291,1999,32,6.5
2292,2292,1999,35,6.6
2293,2293,1999,38,6.7
2294,2294,1999,41,6.5
2295,2295,1999,44,6.6
2296,2296,1999,47,6.5
2297,2297,1999,50,6.5
2298,2298,1999,53,6.6
2299,2299,1999,56,6.6
2300,2300,1999,59,6.6
2301,2301,1999,62,6.6
2302,2302,1999,65,6.6
2303,2303,1999,68,6.6
2304,2304,1999,71,6.7
2305,2305,1999,74,6.8
2306,2306,1999,77,6.8
2307,2307,1999,80,7.0
2308,2308,1999,83,7.2
2309,2309,1999,86,7.2
2310,2310,1999,89,7.2
2311,2311,1999,92,7.4
2312,2312,1999,95,7.3
2313,2313,1999,98,7.5
2314,2314,1999,101,7.7
2315,2315,1999,104,8.0
2316,2316,1999,107,8.4
2317,2317,1999,110,8.5
2318,2318,1999,113,8.9
2319,2319,1999,116,9.4
2320,2320,1999,119,9.5
2321,2321,1999,122,9.6
2322,2322,1999,125,9.6
2323,2323,1999,128,9.5
2324,2324,1999,131,9.9
2325,2325,1999,134,10.0
2326,2326,1999,137,10.3
2327,2327,1999,140,10.4
2328,2328,1999,143,10.9
2329,2329,1999,146,11.3
2330,2330,1999,149,11.0
2331,2331,1999,152,10.9
2332,2332,1999,155,11.3
2333,2333,1999,158,11.5
2334,2334,1999,161,11.8
2335,2335,1999,164,12.2
2336,2336,1999,167,12.5
2337,2337,1999,170,12.8
2338,2338,1999,173,12.7
2339,2339,1999,176,12.8
2340,2340,1999,179,12.8
2341,2341,1999,182,12.7
2342,2342,1999,185,12.7
2343,2343,1999,188,13.1
2344,2344,1999,191,13.5
2345,2345,1999,194,13.5
2346,2346,1999,197,13.1
2347,2347,1999,200,13.6
2348,2348,1999,203,14.1
2349,2349,1999,206,14.2
2350,2350,1999,209,14.4
2351,2351,1999,212,14.4
2352,2352,1999,215,14.5
2353,2353,1999,218,14.7
2354,2354,1999,221,14.7
2355,2355,1999,224,14.4
2356,2356,1999,227,14.2
2357,2357,1999,230,14.0
2358,2358,1999,233,14.4
2359,2359,1999,236,14.5
2360,2360,1999,239,14.4
2361,2361,1999,242,14.2
2362,2362,1999,245,13.8
2363,2363,1999,248,13.6
2364,2364,1999,251,13.1
2365,2365,1999,254,12.7
2366,2366,1999,257,12.6
2367,2367,1999,260,12.8
2368,2368,1999,263,12.8
2369,2369,1999,266,12.7
2370,2370,1999,269,11.8
2371,2371,1999,272,11.5
2372,2372,1999,275,11.3
2373,2373,1999,278,11.2
2374,2374,1999,281,11.0
2375,2375,1999,284,10.8
2376,2376,1999,287,10.6
2377,2377,1999,290,10.3
2378,2378,1999,293,10.2
2379,2379,1999,296,10.2
2380,2380,1999,299,9.9
2381,2381,1999,302,9.5
2382,2382,1999,305,9.2
2383,2383,1999,308,8.9
2384,2384,1999,311,8.8
2385,2385,1999,314,8.8
2386,2386,1999,317,8.7
2387,2387,1999,320,8.7
2388,2388,1999,323,8.6
2389,2389,1999,326,8.4
2390,2390,1999,329,8.3
2391,2391,1999,332,8.0
2392,2392,1999,335,7.9
2393,2393,1999,338,7.7
2394,2394,1999,341,7.6
2395,2395,1999,344,7.6
2396,2396,1999,347,7.5
2397,2397,1999,350,7.2
2398,2398,1999,353,7.2
2399,2399,1999,356,7.0
2400,2400,1999,360,6.8
2401,2401,2000,2,6.6
2402,2402,2000,5,6.7
2403,2403,2000,8,6.6
2404,2404,2000,11,6.5
2405,2405,2000,14,6.4
2406,2406,2000,17,6.2
2407,2407,2000,20,6.0
2408,2408,2000,23,6.1
2409,2409,2000,26,6.1
2410,2410,2000,29,6.0
2411,2411,2000,32,6.2
2412,2412,2000,35,6.2
2413,2413,2000,38,6.2
2414,2414,2000,41,6.4
2415,2415,2000,44,6.4
2416,2416,2000,47,6.3
2417,2417,2000,50,6.3
2418,2418,2000,53,6.5
2419,2419,2000,56,6.7
2420,2420,2000,59,6.7
2421,2421,2000,62,6.7
2422,2422,2000,65,6.7
2423,2423,2000,68,6.7
2424,2424,2000,71,6.8
2425,2425,2000,74,6.9
2426,2426,2000,77,7.0
2427,2427,2000,80,7.1
2428,2428,2000,83,7.2
2429,2429,2000,86,7.4
2430,2430,2000,89,7.5
2431,2431,2000,92,7.9
2432,2432,2000,95,8.3
2433,2433,2000,98,8.2
2434,2434,2000,101,8.6
2435,2435,2000,104,9.1
2436,2436,2000,107,9.3
2437,2437,2000,110,9.5
2438,2438,2000,113,9.7
2439,2439,2000,116,9.5
2440,2440,2000,119,9.3
2441,2441,2000,122,9.1
2442,2442,2000,125,9.3
2443,2443,2000,128,9.5
2444,2444,2000,131,9.8
2445,2445,2000,134,10.1
2446,2446,2000,137,10.7
2447,2447,2000,140,11.2
2448,2448,2000,143,11.1
2449,2449,2000,146,11.5
2450,2450,2000,149,11.5
2451,2451,2000,152,11.8
2452,2452,2000,155,12.1
2453,2453,2000,158,12.2
2454,2454,2000,161,12.2
2455,2455,2000,164,11.9
2456,2456,2000,167,11.8
2457,2457,2000,170,12.6
2458,2458,2000,173,13.0
2459,2459,2000,176,13.3
2460,2460,2000,179,13.7
2461,2461,2000,182,14.1
2462,2462,2000,185,13.9
2463,2463,2000,188,13.7
2464,2464,2000,191,14.2
2465,2465,2000,194,14.7
2466,2466,2000,197,14.6
2467,2467,2000,200,14.6
2468,2468,2000,203,15.0
2469,2469,2000,206,15.1
2470,2470,2000,209,15.0
2471,2471,2000,212,14.5
2472,2472,2000,215,14.8
2473,2473,2000,218,14.9
2474,2474,2000,221,15.3
2475,2475,2000,224,15.3
2476,2476,2000,227,15.1
2477,2477,2000,230,15.0
2478,2478,2000,233,14.4
2479,2479,2000,236,14.5
2480,2480,2000,239,14.6
2481,2481,2000,242,14.0
2482,2482,2000,245,13.7
2483,2483,2000,248,13.5
2484,2484,2000,251,13.5
2485,2485,2000,254,13.1
2486,2486,2000,257,13.2
2487,2487,2000,260,13.3
2488,2488,2000,263,13.3
2489,2489,2000,266,13.0
2490,2490,2000,269,12.8
2491,2491,2000,272,12.6
2492,2492,2000,275,12.2
2493,2493,2000,278,11.9
2494,2494,2000,281,11.7
2495,2495,2000,284,11.5
2496,2496,2000,287,11.2
2497,2497,2000,290,10.9
2498,2498,2000,293,10.4
2499,2499,2000,296,10.1
2500,2500,2000,299,10.1
2501,2501,2000,302,9.9
2502,2502,2000,305,9.7
2503,2503,2000,308,9.5
2504,2504,2000,311,9.4
2505,2505,2000,314,9.2
2506,2506,2000,317,8.7
2507,2507,2000,320,8.3
2508,2508,2000,323,8.0
2509,2509,2000,326,7.9
2510,2510,2000,329,7.9
2511,2511,2000,332,8.0
2512,2512,2000,335,7.8
2513,2513,2000,338,7.8
2514,2514,2000,341,7.6
2515,2515,2000,344,7.4
2516,2516,2000,347,7.1
2517,2517,2000,350,6.7
2518,2518,2000,353,6.6
2519,2519,2000,356,6.3
2520,2520,2000,361,6.5
2521,2521,2001,2,6.6
2522,2522,2001,5,6.7
2523,2523,2001,8,6.5
2524,2524,2001,11,6.7
2525,2525,2001,14,6.5
2526,2526,2001,17,6.2
2527,2527,2001,20,6.3
2528,2528,2001,23,6.3
2529,2529,2001,26,6.3
2530,2530,2001,29,6.3
2531,2531,2001,32,6.4
2532,2532,2001,35,6.5
2533,2533,2001,38,6.3
2534,2534,2001,41,6.2
2535,2535,2001,44,6.2
2536,2536,2001,47,6.1
2537,2537,2001,50,6.0
2538,2538,2001,53,6.3
2539,2539,2001,56,6.4
2540,2540,2001,59,6.5
2541,2541,2001,62,6.6
2542,2542,2001,65,6.7
2543,2543,2001,68,7.0
2544,2544,2001,71,7.2
2545,2545,2001,74,7.3
2546,2546,2001,77,7.3
2547,2547,2001,80,7.3
2548,2548,2001,83,7.5
2549,2549,2001,86,7.7
2550,2550,2001,89,7.6
2551,2551,2001,92,7.7
2552,2552,2001,95,7.9
2553,2553,2001,98,8.0
2554,2554,2001,101,8.2
2555,2555,2001,104,8.4
2556,2556,2001,107,8.7
2557,2557,2001,110,8.9
2558,2558,2001,113,9.1
2559,2559,2001,116,9.1
2560,2560,2001,119,9.4
2561,2561,2001,122,9.3
2562,2562,2001,125,9.4
2563,2563,2001,128,9.6
2564,2564,2001,131,10.0
2565,2565,2001,134,10.4
2566,2566,2001,137,10.4
2567,2567,2001,140,10.7
2568,2568,2001,143,11.2
2569,2569,2001,146,11.4
2570,2570,2001,149,11.5
2571,2571,2001,152,11.6
2572,2572,2001,155,11.8
2573,2573,2001,158,11.8
2574,2574,2001,161,12.0
2575,2575,2001,164,12.1
2576,2576,2001,167,12.8
2577,2577,2001,170,13.2
2578,2578,2001,173,13.4
2579,2579,2001,176,13.5
2580,2580,2001,179,13.5
2581,2581,2001,182,13.8
2582,2582,2001,185,14.2
2583,2583,2001,188,14.3
2584,2584,2001,191,14.5
2585,2585,2001,194,14.7
2586,2586,2001,197,14.8
2587,2587,2001,200,14.5
2588,2588,2001,203,14.6
2589,2589,2001,206,14.7
2590,2590,2001,209,14.7
2591,2591,2001,212,14.7
2592,2592,2001,215,14.2
2593,2593,2001,218,13.9
2594,2594,2001,221,14.4
2595,2595,2001,224,14.9
2596,2596,2001,227,15.0
2597,2597,2001,230,14.9
2598,2598,2001,233,14.6
2599,2599,2001,236,13.6
2600,2600,2001,239,13.9
2601,2601,2001,242,14.2
2602,2602,2001,245,14.1
2603,2603,2001,248,14.0
2604,2604,2001,251,13.9
2605,2605,2001,254,13.5
2606,2606,2001,257,13.3
2607,2607,2001,260,13.1
2608,2608,2001,263,12.9
2609,2609,2001,266,12.6
2610,2610,2001,269,12.8
2611,2611,2001,272,12.3
2612,2612,2001,275,12.0
2613,2613,2001,278,11.7
2614,2614,2001,281,11.4
2615,2615,2001,284,11.0
2616,2616,2001,287,10.7
2617,2617,2001,290,10.5
2618,2618,2001,293,10.3
2619,2619,2001,296,10.0
2620,2620,2001,299,9.8
2621,2621,2001,302,9.6
2622,2622,2001,305,9.4
2623,2623,2001,308,9.3
2624,2624,2001,311,9.1
2625,2625,2001,314,8.9
2626,2626,2001,317,9.0
2627,2627,2001,320,8.9
2628,2628,2001,323,8.7
2629,2629,2001,326,8.6
2630,2630,2001,329,8.4
2631,2631,2001,332,8.1
2632,2632,2001,335,7.9
2633,2633,2001,338,7.6
2634,2634,2001,341,7.4
2635,2635,2001,344,7.3
2636,2636,2001,347,7.1
2637,2637,2001,350,7.3
2638,2638,2001,353,7.2
2639,2639,2001,356,6.8
2640,2640,2001,360,6.5
2641,2641,2002,2,6.5
2642,2642,2002,5,6.7
2643,2643,2002,8,6.9
2644,2644,2002,11,6.8
2645,2645,2002,14,6.7
2646,2646,2002,17,6.4
2647,2647,2002,20,6.3
2648,2648,2002,23,6.2
2649,2649,2002,26,6.1
2650,2650,2002,29,5.8
2651,2651,2002,32,5.8
2652,2652,2002,35,6.1
2653,2653,2002,38,6.2
2654,2654,2002,41,6.3
2655,2655,2002,44,6.1
2656,2656,2002,47,6.1
2657,2657,2002,50,6.3
2658,2658,2002,53,6.4
2659,2659,2002,56,6.3
2660,2660,2002,59,6.3
2661,2661,2002,62,6.4
2662,2662,2002,65,6.5
2663,2663,2002,68,6.2
2664,2664,2002,71,6.5
2665,2665,2002,74,6.5
2666,2666,2002,77,6.4
2667,2667,2002,80,6.3
2668,2668,2002,83,6.5
2669,2669,2002,86,6.9
2670,2670,2002,89,7.0
2671,2671,2002,92,7.3
2672,2672,2002,95,7.7
2673,2673,2002,98,7.9
2674,2674,2002,101,8.0
2675,2675,2002,104,8.1
2676,2676,2002,107,8.1
2677,2677,2002,110,8.6
2678,2678,2002,113,8.8
2679,2679,2002,116,8.7
2680,2680,2002,119,9.1
2681,2681,2002,122,9.7
2682,2682,2002,125,9.7
2683,2683,2002,128,9.8
2684,2684,2002,131,10.2
2685,2685,2002,134,10.5
2686,2686,2002,137,10.6
2687,2687,2002,140,10.8
2688,2688,2002,143,11.0
2689,2689,2002,146,11.1
2690,2690,2002,149,11.1
2691,2691,2002,152,11.4
2692,2692,2002,155,12.0
2693,2693,2002,158,12.1
2694,2694,2002,161,12.1
2695,2695,2002,164,12.5
2696,2696,2002,167,12.9
2697,2697,2002,170,12.7
2698,2698,2002,173,13.2
2699,2699,2002,176,13.4
2700,2700,2002,179,13.5
2701,2701,2002,182,13.3
2702,2702,2002,185,14.0
2703,2703,2002,188,14.1
2704,2704,2002,191,13.9
2705,2705,2002,194,14.2
2706,2706,2002,197,14.1
2707,2707,2002,200,14.2
2708,2708,2002,203,14.2
2709,2709,2002,206,14.2
2710,2710,2002,209,14.3
2711,2711,2002,212,14.4
2712,2712,2002,215,14.2
2713,2713,2002,218,13.9
2714,2714,2002,221,14.0
2715,2715,2002,224,14.0
2716,2716,2002,227,13.6
2717,2717,2002,230,13.5
2718,2718,2002,233,13.5
2719,2719,2002,236,13.7
2720,2720,2002,239,13.9
2721,2721,2002,242,14.2
2722,2722,2002,245,14.0
2723,2723,2002,248,13.6
2724,2724,2002,251,13.3
2725,2725,2002,254,12.8
2726,2726,2002,257,13.0
2727,2727,2002,260,12.9
2728,2728,2002,263,12.7
2729,2729,2002,266,12.4
2730,2730,2002,269,12.3
2731,2731,2002,272,12.1
2732,2732,2002,275,11.7
2733,2733,2002,278,11.5
2734,2734,2002,281,11.3
2735,2735,2002,284,11.1
2736,2736,2002,287,10.7
2737,2737,2002,290,10.6
2738,2738,2002,293,10.6
2739,2739,2002,296,10.5
2740,2740,2002,299,10.3
2741,2741,2002,302,10.1
2742,2742,2002,305,9.6
2743,2743,2002,308,9.3
2744,2744,2002,311,9.1
2745,2745,2002,314,9.1
2746,2746,2002,317,9.0
2747,2747,2002,320,9.0
2748,2748,2002,323,8.8
2749,2749,2002,326,8.8
2750,2750,2002,329,8.5
2751,2751,2002,332,8.3
2752,2752,2002,335,8.2
2753,2753,2002,338,8.1
2754,2754,2002,341,8.0
2755,2755,2002,344,7.9
2756,2756,2002,347,8.0
2757,2757,2002,350,8.0
2758,2758,2002,353,7.8
2759,2759,2002,356,7.5
2760,2760,2002,360,7.2
2761,2761,2003,2,7.2
2762,2762,2003,5,7.3
2763,2763,2003,8,7.1
2764,2764,2003,11,6.8
2765,2765,2003,14,6.8
2766,2766,2003,17,6.8
2767,2767,2003,20,6.8
2768,2768,2003,23,6.9
2769,2769,2003,26,7.1
2770,2770,2003,29,7.1
2771,2771,2003,32,7.2
2772,2772,2003,35,7.1
2773,2773,2003,38,7.0
2774,2774,2003,41,6.9
2775,2775,2003,44,6.9
2776,2776,2003,47,7.1
2777,2777,2003,50,7.2
2778,2778,2003,53,7.2
2779,2779,2003,56,7.0
2780,2780,2003,59,7.1
2781,2781,2003,62,7.2
2782,2782,2003,65,7.3
2783,2783,2003,68,7.2
2784,2784,2003,71,7.2
2785,2785,2003,74,7.5
2786,2786,2003,77,7.7
2787,2787,2003,80,7.7
2788,2788,2003,83,7.8
2789,2789,2003,86,7.9
2790,2790,2003,89,8.0
2791,2791,2003,92,8.0
2792,2792,2003,95,8.2
2793,2793,2003,98,8.1
2794,2794,2003,101,8.3
2795,2795,2003,104,8.4
2796,2796,2003,107,8.6
2797,2797,2003,110,8.7
2798,2798,2003,113,8.9
2799,2799,2003,116,9.1
2800,2800,2003,119,9.5
2801,2801,2003,122,10.1
2802,2802,2003,125,10.2
2803,2803,2003,128,10.4
2804,2804,2003,131,10.8
2805,2805,2003,134,11.2
2806,2806,2003,137,11.0
2807,2807,2003,140,11.1
2808,2808,2003,143,11.0
2809,2809,2003,146,11.1
2810,2810,2003,149,11.5
2811,2811,2003,152,11.7
2812,2812,2003,155,11.9
2813,2813,2003,158,12.5
2814,2814,2003,161,12.8
2815,2815,2003,164,13.0
2816,2816,2003,167,12.7
2817,2817,2003,170,13.2
2818,2818,2003,173,13.5
2819,2819,2003,176,13.9
2820,2820,2003,179,14.2
2821,2821,2003,182,14.2
2822,2822,2003,185,14.2
2823,2823,2003,188,14.4
2824,2824,2003,191,14.4
2825,2825,2003,194,14.3
2826,2826,2003,197,14.1
2827,2827,2003,200,14.5
2828,2828,2003,203,14.9
2829,2829,2003,206,14.8
2830,2830,2003,209,14.7
2831,2831,2003,212,14.8
2832,2832,2003,215,14.9
2833,2833,2003,218,15.0
2834,2834,2003,221,14.9
2835,2835,2003,224,14.8
2836,2836,2003,227,14.9
2837,2837,2003,230,14.9
2838,2838,2003,233,14.7
2839,2839,2003,236,14.5
2840,2840,2003,239,13.9
2841,2841,2003,242,13.9
2842,2842,2003,245,13.5
2843,2843,2003,248,13.6
2844,2844,2003,251,13.4
2845,2845,2003,254,13.3
2846,2846,2003,257,13.1
2847,2847,2003,260,12.9
2848,2848,2003,263,12.4
2849,2849,2003,266,12.5
2850,2850,2003,269,12.4
2851,2851,2003,272,12.3
2852,2852,2003,275,12.3
2853,2853,2003,278,12.3
2854,2854,2003,281,11.9
2855,2855,2003,284,11.4
2856,2856,2003,287,11.0
2857,2857,2003,290,10.7
2858,2858,2003,293,10.6
2859,2859,2003,296,10.7
2860,2860,2003,299,10.5
2861,2861,2003,302,10.4
2862,2862,2003,305,9.6
2863,2863,2003,308,9.1
2864,2864,2003,311,8.6
2865,2865,2003,314,8.5
2866,2866,2003,317,8.5
2867,2867,2003,320,8.5
2868,2868,2003,323,8.5
2869,2869,2003,326,8.0
2870,2870,2003,329,7.8
2871,2871,2003,332,7.8
2872,2872,2003,335,7.5
2873,2873,2003,338,7.5
2874,2874,2003,341,7.6
2875,2875,2003,344,7.3
2876,2876,2003,347,7.2
2877,2877,2003,350,7.2
2878,2878,2003,353,7.2
2879,2879,2003,356,7.2
2880,2880,2003,360,6.9
2881,2881,2004,2,6.4
2882,2882,2004,5,5.9
2883,2883,2004,8,5.7
2884,2884,2004,11,6.0
2885,2885,2004,14,6.1
2886,2886,2004,17,6.2
2887,2887,2004,20,6.4
2888,2888,2004,23,6.4
2889,2889,2004,26,6.4
2890,2890,2004,29,6.4
2891,2891,2004,32,6.3
2892,2892,2004,35,6.2
2893,2893,2004,38,6.3
2894,2894,2004,41,6.3
2895,2895,2004,44,6.4
2896,2896,2004,47,6.5
2897,2897,2004,50,6.7
2898,2898,2004,53,6.8
2899,2899,2004,56,6.9
2900,2900,2004,59,7.0
2901,2901,2004,62,7.0
2902,2902,2004,65,7.1
2903,2903,2004,68,7.2
2904,2904,2004,71,7.4
2905,2905,2004,74,7.6
2906,2906,2004,77,7.7
2907,2907,2004,80,7.7
2908,2908,2004,83,7.9
2909,2909,2004,86,7.9
2910,2910,2004,89,8.1
2911,2911,2004,92,8.2
2912,2912,2004,95,8.5
2913,2913,2004,98,8.9
2914,2914,2004,101,9.1
2915,2915,2004,104,9.5
2916,2916,2004,107,9.6
2917,2917,2004,110,9.8
2918,2918,2004,113,9.8
2919,2919,2004,116,10.0
2920,2920,2004,119,10.3
2921,2921,2004,122,10.6
