Index,Region,Station,Latitude.W.,Longitude.N.,Tow_start_depth.m.,Tow_end_depth.m.,Bottom_depth.m.,Year,Month,Day,Time,Twilight,Season,ZC1-EUP,ZC2-AMP,ZC3-DEC,ZC4-CLG,ZC5-CSM,ZS2-CTH,ZS3-CHA,ZS4-LAR,misc,ZF1-ICT,ZS1-JEL,date,EWE-ZF1-ICT,EWE-ZC1-EUP,EWE-ZC2-AMP,EWE-ZC3-DEC,EWE-ZC4-CLG,EWE-ZC5-CSM,EWE-ZS1-JEL,EWE-ZS2-CTH,EWE-ZS3-CHA,EWE-ZS4-LAR
IOS2015022018701,Central Strait of Georgia,28,49.405,-123.761,123,0,133,2015,7,7,9:20,Daylight,Summer,0.787328473503739,0.353254954469478,0.0754695035583586,0.457150656371023,0.418139435624837,0.030162982502607,1.81353863657925,0.314483203321626,0.0095206938650711,0.0451229436049697,,2015-07-07,0.02317899,0.5990428,0.4653425,0.09766322,0.7496787,0.6209947,0.001823295,0.03732175,0.2361189,1.462353
IOS2015022018901,Central Strait of Georgia,CPF1,49.367,-124.084,240,0,245,2015,7,7,11:09,Daylight,Summer,2.51428430417005,3.58725367149368,0.0906076801875113,0.763609921899375,1.65209238789391,0.078592031990526,6.60751660448466,0.0208007999943372,0.0082175981751964,0.0101545920004637,,2015-07-07,0.02317899,0.5990428,0.4653425,0.09766322,0.7496787,0.6209947,0.001823295,0.03732175,0.2361189,1.462353
IOS2015022019101,Northern Strait of Georgia,CPF2,49.467,-124.498,323,0,325,2015,7,7,13:38,Daylight,Summer,0.11977734702558,3.31071815232273,0.0316921139981314,4.22861651982796,2.26420435082758,0.118798043529014,1.47406812832242,0.0056337660041841,0.223804111527639,,,2015-07-07,0.02317899,0.5990428,0.4653425,0.09766322,0.7496787,0.6209947,0.001823295,0.03732175,0.2361189,1.462353
IOS2015022018401,Central Strait of Georgia,GEO1,49.256,-123.75,390,0,400,2015,7,7,7:48,Daylight,Summer,2.52400238994644,6.47251901400567,0.224481348041749,3.64272012500727,3.36029259968531,0.0705927690193619,2.41085239811434,0.0202456800111852,0.049606441427687,,0.0285096629989626,2015-07-07,0.02317899,0.5990428,0.4653425,0.09766322,0.7496787,0.6209947,0.001823295,0.03732175,0.2361189,1.462353
IOS2015022019601,Northern Strait of Georgia,11,49.706,-124.722,284,0,290,2015,7,8,8:31,Daylight,Summer,0.0723158003896833,3.14591988668592,0.0822817296000941,1.19500043212805,1.65897254988105,0.0835346808073099,0.814145242107312,0.0099914040414642,0.0081121761071213,,,2015-07-08,0.02317899,0.5990428,0.4653425,0.09766322,0.7496787,0.6209947,0.001823295,0.03732175,0.2361189,1.462353
IOS2015022019801,Northern Strait of Georgia,22,49.671,-124.273,328,0,350,2015,7,8,12:22,Daylight,Summer,3.71859717177537,2.35986999755037,0.171552528212617,2.75577597017692,1.66365642224309,0.187126099215949,2.49409873951084,0.0426445925061401,0.0154763511111751,,,2015-07-08,0.02317899,0.5990428,0.4653425,0.09766322,0.7496787,0.6209947,0.001823295,0.03732175,0.2361189,1.462353
IOS2015022020001,Northern Strait of Georgia,24,49.507,-124.103,413,0,425,2015,7,8,14:39,Daylight,Summer,4.71136857750965,1.98804901414235,0.158082523424215,4.86876283078864,2.04690164665145,0.232805374177378,1.47070671626304,0.218189140199523,0.377711620874737,0.0459998574093842,,2015-07-08,0.02317899,0.5990428,0.4653425,0.09766322,0.7496787,0.6209947,0.001823295,0.03732175,0.2361189,1.462353
PSF2015098004001,Northern Strait of Georgia,BS-6,49.485,-124.605,59,0,68,2015,7,15,8:13,Daylight,Summer,,0.0485262137686675,0.0534504598987128,0.0485260846157478,0.204543035384478,,0.0192480187069601,0.0345341162077428,0.0321861521141785,,,2015-07-15,0.02388163,0.6060751,0.4839635,0.09891531,0.7331182,0.6154248,0.001958567,0.03830293,0.2446118,1.197191
PSF2015098004101,Northern Strait of Georgia,BS-3,49.692,-124.667,145,0,200,2015,7,15,11:30,Daylight,Summer,2.49487726449963,1.0829465504177,0.003389868000061,0.644728578854548,0.868976709964387,0.149679584999811,0.549826370577403,0.0172303500001522,0.0024006192054933,,0.0458232914991555,2015-07-15,0.02388163,0.6060751,0.4839635,0.09891531,0.7331182,0.6154248,0.001958567,0.03830293,0.2446118,1.197191
IOS2015022021701,Central Strait of Georgia,40,49.146,-123.616,123,0,146,2015,8,3,17:31,Daylight,Summer,3.41503060965972,0.169781660101721,0.0568435644020745,0.162250775531359,0.380057080352203,0.0251820360037879,0.276022603124595,0.0990956881174852,0.0122773657267716,,,2015-08-03,0.02449861,0.5699716,0.4918226,0.09433988,0.6336552,0.508099,0.002137263,0.03406494,0.2464997,1.070433
IOS2015022021501,Central Strait of Georgia,38,49.199,-123.435,290,0,300,2015,8,3,16:11,Daylight,Summer,0.0297172567539332,1.37786516791071,0.162729324016166,0.874436998073716,1.83317985789959,0.0337026690124051,1.36324122351652,0.009904949991909,0.0133052064181686,,,2015-08-03,0.02449861,0.5699716,0.4918226,0.09433988,0.6336552,0.508099,0.002137263,0.03406494,0.2464997,1.070433
IOS2015022021301,Central Strait of Georgia,41,49.054,-123.377,234,0,244,2015,8,3,14:30,Daylight,Summer,0.0655287749756208,6.99606734588991,0.0566033833376128,1.61678087884659,1.28908075798734,0.0175865742015751,2.06600640750835,0.149193954010839,0.234183467355955,,,2015-08-03,0.02449861,0.5699716,0.4918226,0.09433988,0.6336552,0.508099,0.002137263,0.03406494,0.2464997,1.070433
IOS2015022022001,Central Strait of Georgia,GEO1,49.248,-123.745,384,0,400,2015,8,4,14:15,Daylight,Summer,0.815598681619225,3.18534478054536,0.269602559838373,2.4389022741569,4.40257974570432,0.0847342079987544,1.91715532837722,,0.185436673386752,,,2015-08-04,0.02449861,0.5699716,0.4918226,0.09433988,0.6336552,0.508099,0.002137263,0.03406494,0.2464997,1.070433
IOS2015022022501,Northern Strait of Georgia,24,49.507,-124.099,413,0,425,2015,8,4,18:16,Daylight,Summer,0.664239876952088,2.48380037835666,0.0639294263048151,4.38584358964061,4.12206901296141,0.059154196480369,0.999400197458445,0.003743019115642,0.0272893895716203,,,2015-08-04,0.02449861,0.5699716,0.4918226,0.09433988,0.6336552,0.508099,0.002137263,0.03406494,0.2464997,1.070433
IOS2015022022301,Central Strait of Georgia,28,49.403,-123.756,124,0,134,2015,8,4,15:54,Daylight,Summer,0.151616486339202,0.762536251530906,0.0470760048272875,0.0384533919920085,0.387986816962867,0.112571254791528,0.729297914091926,0.0169992838045125,0.0344263735918162,,,2015-08-04,0.02449861,0.5699716,0.4918226,0.09433988,0.6336552,0.508099,0.002137263,0.03406494,0.2464997,1.070433
PBS2015012006301,Central Strait of Georgia,GEO1,49.249,-123.773,250,0,402,2015,8,4,7:22,Daylight,Summer,2.63809192498096,2.61529977539123,0.0730494001276812,0.4450289982794,4.75499587840033,0.110145374997701,1.83184034770835,0.0069982500567922,0.015828000949687,0.0079642499997795,,2015-08-04,0.02449861,0.5699716,0.4918226,0.09433988,0.6336552,0.508099,0.002137263,0.03406494,0.2464997,1.070433
IOS2015022023401,Northern Strait of Georgia,CPF2,49.464,-124.5,314,0,325,2015,8,5,15:18,Daylight,Summer,0.986793669960499,2.72904854338134,0.0149732784008648,3.52634433713082,2.08458741365939,0.0818344602306895,0.481550462354885,0.0153235138395633,0.0221684003772057,,,2015-08-05,0.02458191,0.5684738,0.4925956,0.09453335,0.6291277,0.5076262,0.002161025,0.03367947,0.2468931,1.175
IOS2015022023001,Northern Strait of Georgia,11,49.707,-124.722,280,0,290,2015,8,5,11:12,Daylight,Summer,0.568078503926977,6.80967711123419,0.157876991861953,0.903111999687073,4.8217079536605,0.130503744070464,2.30002007279612,0.007270199991894,0.0015444802339388,,,2015-08-05,0.02458191,0.5684738,0.4925956,0.09453335,0.6291277,0.5076262,0.002161025,0.03367947,0.2468931,1.175
PSF2015098004401,Northern Strait of Georgia,BS-6,49.485,-124.605,64,0,63,2015,8,5,9:14,Daylight,Summer,,0.0295207039933396,0.0169655039977536,0.247335679514165,0.300428864637559,0.0001564415897463,0.0391238279643219,0.043755263981846,0.0965777925104799,0.0012165888000655,,2015-08-05,0.02458191,0.5684738,0.4925956,0.09453335,0.6291277,0.5076262,0.002161025,0.03367947,0.2468931,1.175
IOS2015022022701,Northern Strait of Georgia,22,49.669,-124.276,343,0,353,2015,8,5,7:55,Daylight,Summer,0.0193757612995398,1.43405116972289,0.0069519240019225,2.79982668132608,1.65348782355926,0.0965811168727563,0.433148494307254,0.0047673570031034,0.0234145530942976,,,2015-08-05,0.02458191,0.5684738,0.4925956,0.09453335,0.6291277,0.5076262,0.002161025,0.03367947,0.2468931,1.175
IOS2015022023601,Central Strait of Georgia,CPF1,49.367,-124.082,235,0,245,2015,8,5,17:38,Daylight,Summer,0.222084658495109,1.91893040585788,0.0211034699955306,0.55320409971994,3.3370608389365,0.118484415025166,1.06173770869223,0.002468909999087,0.0212524593639152,0.0013995659993663,,2015-08-05,0.02458191,0.5684738,0.4925956,0.09453335,0.6291277,0.5076262,0.002161025,0.03367947,0.2468931,1.175
PSF2015098004801,Northern Strait of Georgia,BS-6,49.485,-124.605,58,0,60,2015,8,15,9:18,Daylight,Summer,,0.105707192331784,0.0167392872343514,0.104546160764421,0.276539639948887,0.0039575952093268,0.0514078595303078,0.0103349039452126,0.0164548322018959,0.007364028,,2015-08-15,0.0248799,0.5717055,0.4975789,0.0958395,0.6296155,0.5222785,0.002235674,0.03344684,0.249612,1.325664
IOS2015021014601,Northern Strait of Georgia,14,49.883,-124.993,306,0,312,2015,9,13,9:40,Daylight,Fall,0.360868676376218,1.57494286284112,0.858027427016899,1.9157582894165,1.90180468384624,0.0805005215506268,0.294539565356275,0.0612397802783651,0.163444390424634,,,2015-09-13,0.02575965,0.6025053,0.5063719,0.09902909,0.6954857,0.5507001,0.002424277,0.03249652,0.254013,1.624406
IOS2015021014801,Northern Strait of Georgia,11,49.706,-124.721,290,0,296,2015,9,13,11:52,Daylight,Fall,2.08331052597383,3.07113030494871,0.159431328059874,1.24685035470266,2.58390769823692,0.0988250400219587,0.928247660321982,0.0163168499833708,0.0124050391554922,0.0522314939925105,,2015-09-13,0.02575965,0.6025053,0.5063719,0.09902909,0.6954857,0.5507001,0.002424277,0.03249652,0.254013,1.624406
IOS2015021015001,Northern Strait of Georgia,CPF2,49.465,-124.499,320,0,325,2015,9,13,14:22,Daylight,Fall,2.98866924796356,8.06789804803161,,4.61476863999336,3.71614909752609,0.0736888319878585,1.54408166405139,0.0353702399665306,0.005297921935872,,,2015-09-13,0.02575965,0.6025053,0.5063719,0.09902909,0.6954857,0.5507001,0.002424277,0.03249652,0.254013,1.624406
IOS2015021015401,Northern Strait of Georgia,22,49.669,-124.27,345,0,350,2015,9,13,20:11,Daylight,Fall,0.749970073569173,3.40764252140826,0.0028764720000645,1.64739708056874,1.26807773194119,0.0433982744906223,0.730672739677676,0.0051501600474164,0.0460243827700381,0.0560907900059988,,2015-09-13,0.02575965,0.6025053,0.5063719,0.09902909,0.6954857,0.5507001,0.002424277,0.03249652,0.254013,1.624406
IOS2015021015501,Northern Strait of Georgia,24,49.504,-124.098,420,0,425,2015,9,13,21:52,Night,Fall,22.1503371603864,2.55754703370826,0.107887247996153,3.51967056097899,1.71360420854207,0.0860762699768124,0.867826596237772,,0.027523430372209,0.0152850600009032,,2015-09-13,0.02575965,0.6025053,0.5063719,0.09902909,0.6954857,0.5507001,0.002424277,0.03249652,0.254013,1.624406
IOS2015021015201,Central Strait of Georgia,CPF1,49.363,-124.085,245,0,255,2015,9,13,16:57,Daylight,Fall,0.105276254994645,2.1662962474483,0.0957984299922737,0.800086700404815,1.43137472525626,0.0428932035071038,0.362717599770211,0.0247834649704986,0.12770673543272,,,2015-09-13,0.02575965,0.6025053,0.5063719,0.09902909,0.6954857,0.5507001,0.002424277,0.03249652,0.254013,1.624406
IOS2015021015801,Central Strait of Georgia,28,49.401,-123.753,129,0,137,2015,9,14,0:21,Night,Fall,3.91297694359553,0.217686468019581,0.0115110828,0.328241531597324,0.297914163438474,0.0044785574999201,0.237976904088604,0.0144846359751875,0.0172106608736386,0.0155697065990231,,2015-09-14,0.02575965,0.6025053,0.5063719,0.09902909,0.6954857,0.5507001,0.002424277,0.03249652,0.254013,1.624406
IOS2015021015901,Central Strait of Georgia,GEO1,49.249,-123.749,395,0,400,2015,9,14,1:45,Night,Fall,2.68917899966678,2.67992896846213,0.0448982280474095,2.58942566183689,4.06624780126808,0.121326461988669,2.36512870178222,0.0215053798505632,0.0404195516975076,0.0197503950004297,,2015-09-14,0.02575965,0.6025053,0.5063719,0.09902909,0.6954857,0.5507001,0.002424277,0.03249652,0.254013,1.624406
IOS2015021016301,Central Strait of Georgia,38,49.202,-123.44,298,0,303,2015,9,14,5:23,Night,Fall,0.181438551591447,1.99965673495927,0.539034796822786,3.3517943340285,3.29293732758007,0.0707929991796924,0.980118245646809,0.0360979320654578,0.0382739306035545,,,2015-09-14,0.02575965,0.6025053,0.5063719,0.09902909,0.6954857,0.5507001,0.002424277,0.03249652,0.254013,1.624406
IOS2015021016501,Central Strait of Georgia,41,49.056,-123.374,241,0,246,2015,9,14,7:10,Daylight,Fall,2.19754150959654,1.26640730609091,0.114333195593963,0.488012468265498,0.237788843861923,0.0295740981033557,0.549837162084221,0.0093274229690107,0.0040160234485794,,,2015-09-14,0.02575965,0.6025053,0.5063719,0.09902909,0.6954857,0.5507001,0.002424277,0.03249652,0.254013,1.624406
PSF2015098005201,Northern Strait of Georgia,BS-6,49.485,-124.605,68,0,69,2015,9,14,10:11,Daylight,Fall,,0.0283212792204271,0.0434417183308536,0.0784137943031062,0.489334448362452,0.0809903662910254,0.339453877766331,0.879862605134654,0.0330820001275919,,,2015-09-14,0.02575965,0.6025053,0.5063719,0.09902909,0.6954857,0.5507001,0.002424277,0.03249652,0.254013,1.624406
PSF2015098005301,Northern Strait of Georgia,BS-3,49.691,-124.666,106,0,150,2015,9,14,12:50,Daylight,Fall,2.68861333008003,0.862456099801614,0.0089645472106939,0.251238232100122,0.328973638328202,0.0085001400001511,0.424038838206109,0.0082784940031065,0.0016116242225465,,,2015-09-14,0.02575965,0.6025053,0.5063719,0.09902909,0.6954857,0.5507001,0.002424277,0.03249652,0.254013,1.624406
PBS2015056012001,Central Strait of Georgia,SET 70,49.452,-123.885,206,0,216,2015,9,24,11:23,Daylight,Fall,1.72740035160144,2.60011088501031,0.217433411974209,0.282726760766413,1.25650007111601,0.0656736858047943,0.877985348884186,0.243982074720721,0.0069520893476717,,,2015-09-24,0.02637527,0.6304858,0.5222757,0.1021324,0.7324931,0.5950386,0.002523548,0.03528743,0.2619621,1.394178
PBS2015056012801,Central Strait of Georgia,SET 76,49.262,-123.808,250,0,413,2015,9,24,18:26,Daylight,Fall,2.6438055498259,0.697118149924723,0.103372199958208,0.346152999998977,0.710732726554412,0.0495359999881155,0.599388250320665,0.0254234999231722,0.003886000299837,,,2015-09-24,0.02637527,0.6304858,0.5222757,0.1021324,0.7324931,0.5950386,0.002523548,0.03528743,0.2619621,1.394178
PBS2015056018601,Central Strait of Georgia,SET 111,48.886,-123.28,90,0,101,2015,10,2,8:14,Daylight,Fall,0.0006973739282091,0.0719711639481641,0.0838777677717692,0.0564948012258634,0.153094769488083,0.0021921839996267,0.0347663520212074,0.0218162699742088,0.000340920090856,4.724999970894e-05,,2015-10-02,0.02675357,0.6207623,0.5305438,0.0995156,0.6917993,0.5541296,0.002608172,0.03529471,0.2650772,0.8483838
IOS2015019006001,Central Strait of Georgia,28,49.4,-123.76,117,0,128,2015,10,2,12:12,Daylight,Fall,0.0164347676998793,0.288643563022798,0.0250222283579449,0.0436049635867232,0.181718222704906,0.0038684061097676,0.272361516483116,0.427826179121024,0.0211943113697372,,,2015-10-02,0.02675357,0.6207623,0.5305438,0.0995156,0.6917993,0.5541296,0.002608172,0.03529471,0.2650772,0.8483838
IOS2015019004601,Central Strait of Georgia,42,49.03,-123.434,310,0,320,2015,10,2,0:58,Night,Fall,1.12764468513192,2.20281982389451,0.0042530759988282,2.70192527960328,2.31437213071432,0.0416067120075534,0.744722176926599,0.0229542601516253,0.0067815569522585,,,2015-10-02,0.02675357,0.6207623,0.5305438,0.0995156,0.6917993,0.5541296,0.002608172,0.03529471,0.2650772,0.8483838
IOS2015019005101,Central Strait of Georgia,38,49.199,-123.44,290,0,300,2015,10,2,5:12,Night,Fall,2.17153577608332,1.20755614312923,0.0218707560062891,1.22034436015681,1.05179497385825,0.0339683670189554,0.912182703993092,0.0123026700207321,0.0279641200169894,,,2015-10-02,0.02675357,0.6207623,0.5305438,0.0995156,0.6917993,0.5541296,0.002608172,0.03529471,0.2650772,0.8483838
IOS2015019006101,Northern Strait of Georgia,22,49.668,-124.27,340,0,350,2015,10,2,15:12,Daylight,Fall,1.43133893612821,2.11934444022982,0.155851919932641,2.18685007960952,2.12597374901929,0.112638293988439,0.952527001683905,0.0225980999917421,0.0232301550430203,,0.0554337700020182,2015-10-02,0.02675357,0.6207623,0.5305438,0.0995156,0.6917993,0.5541296,0.002608172,0.03529471,0.2650772,0.8483838
IOS2015019005501,Central Strait of Georgia,GEO1,49.249,-123.749,390,0,400,2015,10,2,8:51,Daylight,Fall,0.845092287017684,4.05559307397416,0.122659055991773,2.5025847599407,2.67262651723417,0.0698153039490966,1.92468970466892,0.0352099797894679,0.0221488757812405,,,2015-10-02,0.02675357,0.6207623,0.5305438,0.0995156,0.6917993,0.5541296,0.002608172,0.03529471,0.2650772,0.8483838
IOS2015019009501,Central Strait of Georgia,CPF1,49.366,-124.084,235,0,245,2015,10,3,21:00,Night,Fall,0.256340608500879,1.97065992151743,0.113357231997504,0.249460959472377,0.773787374300703,0.0670091220319972,0.41432163677369,0.021000539778133,0.0335655126214738,,,2015-10-03,0.02675357,0.6207623,0.5305438,0.0995156,0.6917993,0.5541296,0.002608172,0.03529471,0.2650772,0.8483838
IOS2015019009401,Northern Strait of Georgia,24,49.505,-124.1,415,0,420,2015,10,3,19:43,Daylight,Fall,0.0167564549977979,3.72801144111391,0.0131203080001599,3.26171408391627,3.33389599621478,0.15707355727228,1.83067780062139,0.0867055339410852,0.044358520323778,,,2015-10-03,0.02675357,0.6207623,0.5305438,0.0995156,0.6917993,0.5541296,0.002608172,0.03529471,0.2650772,0.8483838
IOS2015019008401,Northern Strait of Georgia,CPF2,49.467,-124.501,326,0,317,2015,10,3,12:55,Daylight,Fall,0.64571674116738,4.38201558579178,0.0479779417147218,4.75450005392239,3.51179604851562,0.100642948279835,1.83459713876569,0.0626311200144744,0.0367062962451937,,,2015-10-03,0.02675357,0.6207623,0.5305438,0.0995156,0.6917993,0.5541296,0.002608172,0.03529471,0.2650772,0.8483838
IOS2015019007301,Northern Strait of Georgia,11,49.707,-124.724,290,0,300,2015,10,3,3:50,Night,Fall,4.67595071986635,2.42422785605265,0.303974172080959,0.533876079148211,2.01610913415196,0.023890895996191,0.888325507440497,0.0229123197827227,0.0144536047948461,,,2015-10-03,0.02675357,0.6207623,0.5305438,0.0995156,0.6917993,0.5541296,0.002608172,0.03529471,0.2650772,0.8483838
IOS2015019006901,Northern Strait of Georgia,14,49.886,-124.996,302,0,315,2015,10,3,0:05,Night,Fall,0.51130946540768,1.36672066002705,0.122622026268877,0.8275754326424,1.85663558248148,0.0780495444038473,0.402286590325093,0.0570979333732668,0.0429733924038139,3.6783599708268e-05,,2015-10-03,0.02675357,0.6207623,0.5305438,0.0995156,0.6917993,0.5541296,0.002608172,0.03529471,0.2650772,0.8483838
IOS2015019009901,Central Strait of Georgia,40,49.142,-123.614,145,0,155,2015,10,4,0:32,Night,Fall,0.0926720520041001,0.567679292222227,0.0220440600860621,0.20620392067725,0.496927132742697,0.0251371710306569,0.266612369570548,0.0338008052242725,0.0175252759581795,,,2015-10-04,0.02683487,0.617999,0.5303982,0.09876081,0.6863223,0.537383,0.002626661,0.0346439,0.2646137,0.8467065
PSF2015098005601,Northern Strait of Georgia,BS-6,49.485,-124.605,64,0,68,2015,10,5,9:33,Daylight,Fall,,0.0365490368140688,0.0429368830089913,0.0434723841343406,0.318820716127516,0.0044364671928202,0.179890662074641,0.278450304057191,0.003620607553324,,,2015-10-05,0.02683487,0.617999,0.5303982,0.09876081,0.6863223,0.537383,0.002626661,0.0346439,0.2646137,0.8467065
IOS2016009000401,Northern Strait of Georgia,CPF2,49.466,-124.503,315,0,325,2016,2,23,14:50,Daylight,Winter,2.42863204503616,0.608419727860248,0.387453779081793,1.07554104013366,0.932801342406855,0.0602346779984101,0.323060723798896,0.0144792900209129,0.0044402399868657,0.0286323659849297,,2016-02-23,0.01965338,0.259352,0.2905967,0.04556533,0.1868682,0.08882193,0.001577011,0.005906939,0.1497796,0.3023727
IOS2016009000201,Central Strait of Georgia,CPF1,49.366,-124.084,235,0,245,2016,2,23,12:40,Daylight,Winter,0.377707721502466,0.521186595529763,0.0280575899310434,1.53300087933206,0.853204606955347,0.0856820340171884,0.557595451567967,0.0110967000597361,0.0226652743483854,0.0606116703204888,,2016-02-23,0.01965338,0.259352,0.2905967,0.04556533,0.1868682,0.08882193,0.001577011,0.005906939,0.1497796,0.3023727
IOS2016009001901,Central Strait of Georgia,GEO1,49.252,-123.75,390,0,400,2016,2,24,16:54,Daylight,Winter,0.077422058993567,1.2294070230476,0.138727836030369,1.25751912248335,0.877757791214482,0.067518360020417,0.297133590192101,0.0149759999894466,0.003096599116561,0.0325028340855314,,2016-02-24,0.01938196,0.2535142,0.2849728,0.0449223,0.1820081,0.08803741,0.001534342,0.005655542,0.1473266,0.3071146
IOS2016009001501,Central Strait of Georgia,28,49.402,-123.755,124,0,134,2016,2,24,15:13,Daylight,Winter,0.54963429033817,0.790079230658641,0.214237627191215,0.583528128242765,0.499632917213292,0.0136798164084816,0.157717236805576,0.0069281280860064,0.0357214246401842,0.0169343327997917,,2016-02-24,0.01938196,0.2535142,0.2849728,0.0449223,0.1820081,0.08803741,0.001534342,0.005655542,0.1473266,0.3071146
IOS2016009001301,Northern Strait of Georgia,24,49.506,-124.1,415,0,425,2016,2,24,13:33,Daylight,Winter,0.889296652586993,0.452734788044996,0.111903587982643,1.67543468029081,0.8508817164786,0.129707212502026,0.635013743478686,0.0100309649540271,0.0101957191934093,0.0552705301281942,,2016-02-24,0.01938196,0.2535142,0.2849728,0.0449223,0.1820081,0.08803741,0.001534342,0.005655542,0.1473266,0.3071146
IOS2016009001101,Northern Strait of Georgia,22,49.668,-124.269,343,0,353,2016,2,24,11:46,Daylight,Winter,0.000495566404522,0.673135510602485,0.357779595610451,1.13633841872123,0.775432310161199,0.107973999000097,0.29883051775234,0.03282407044058,0.0632752691510943,0.047234392629809,,2016-02-24,0.01938196,0.2535142,0.2849728,0.0449223,0.1820081,0.08803741,0.001534342,0.005655542,0.1473266,0.3071146
IOS2016009000901,Northern Strait of Georgia,11,49.706,-124.729,280,0,290,2016,2,24,8:16,Daylight,Winter,0.410893895973914,0.480380347955912,0.129335471984234,0.511779520278181,0.943250060959415,0.030247307992446,0.351343439828754,0.0166924803083774,0.0088950397753795,0.0332972641314592,,2016-02-24,0.01938196,0.2535142,0.2849728,0.0449223,0.1820081,0.08803741,0.001534342,0.005655542,0.1473266,0.3071146
IOS2016009002501,Central Strait of Georgia,38,49.198,-123.436,290,0,300,2016,2,25,10:33,Daylight,Winter,0.054098600997198,0.530799266963055,0.0984210120131544,0.743942799191059,0.847916383627569,0.0181238400074583,0.41843601211996,0.014476800173311,0.0065598011483779,0.0260469300222334,,2016-02-25,0.01938196,0.2535142,0.2849728,0.0449223,0.1820081,0.08803741,0.001534342,0.005655542,0.1473266,0.3071146
IOS2016009002301,Central Strait of Georgia,40,49.142,-123.612,136,0,146,2016,2,25,9:06,Daylight,Winter,0.242344044063814,0.399276878412911,0.0110590848070865,0.233533215928974,0.341626517845771,0.0241731431938472,0.0820109919141823,0.0075798237876947,0.055002207530039,0.0053053056014634,,2016-02-25,0.01938196,0.2535142,0.2849728,0.0449223,0.1820081,0.08803741,0.001534342,0.005655542,0.1473266,0.3071146
IOS2016009003201,Central Strait of Georgia,41,49.052,-123.373,235,0,245,2016,2,26,13:08,Daylight,Winter,0.0159103225142541,0.544377570521303,0.575038890008824,0.356933979794307,0.582107314673765,0.0204579719958398,0.169936114141431,0.0059177699168325,0.0056240195311524,0.0220397099938332,,2016-02-26,0.01938196,0.2535142,0.2849728,0.0449223,0.1820081,0.08803741,0.001534342,0.005655542,0.1473266,0.3071146
IOS2016003000401,Central Strait of Georgia,40,49.143,-123.615,127,0,146,2016,3,14,22:40,Night,Spring,0.145264784387372,0.132772746931331,0.183189067344492,0.201641455612268,0.672796446576015,0.033554708105253,0.254294487750797,0.009723881954014,0.0591027546425363,0.165929538602808,,2016-03-14,0.01792595,0.2292871,0.2570001,0.04278776,0.1700257,0.09437549,0.001303962,0.004588142,0.1352183,0.4398356
IOS2016003000201,Central Strait of Georgia,GEO1,49.25,-123.747,372,0,404,2016,3,14,20:54,Night,Spring,0.107584297259337,0.802967207917574,0.530947267140882,0.822572351023575,1.37202538864654,0.155976958820801,0.483811668226419,0.0130951440166675,0.013021487797937,0.314433001598632,,2016-03-14,0.01792595,0.2292871,0.2570001,0.04278776,0.1700257,0.09437549,0.001303962,0.004588142,0.1352183,0.4398356
IOS2016003001501,Central Strait of Georgia,38,49.194,-123.441,271,0,302,2016,3,16,4:57,Night,Spring,0.0441147621041951,1.02333965815335,0.799573467624257,0.407850664790032,1.2236046477302,0.0172149497967717,0.197960513947187,0.021878643210545,0.0569967233330832,0.395708888841707,,2016-03-16,0.01772503,0.2280994,0.2536864,0.04290716,0.1728647,0.09894744,0.001271135,0.004512929,0.1338465,0.5013685
IOS2016003001301,Central Strait of Georgia,41,49.055,-123.379,209,0,243,2016,3,16,2:59,Night,Spring,0.0779730094582852,0.429803274987906,1.13179318546336,0.281032267986234,0.723318529401798,0.0414641997108744,0.235747151352185,0.0283002721789126,0.0032963471169031,0.0867046949671492,,2016-03-16,0.01772503,0.2280994,0.2536864,0.04290716,0.1728647,0.09894744,0.001271135,0.004512929,0.1338465,0.5013685
IOS2016003001901,Central Strait of Georgia,28,49.401,-123.758,118,0,134,2016,3,16,22:28,Night,Spring,0.0723963394685325,0.0523601282176489,0.294835413196547,0.153104999897641,0.312267424556215,0.0583250399874822,0.218320579102398,0.0072148740102649,0.0044155608514752,0.0415372272716578,,2016-03-16,0.01772503,0.2280994,0.2536864,0.04290716,0.1728647,0.09894744,0.001271135,0.004512929,0.1338465,0.5013685
IOS2016003003001,Northern Strait of Georgia,CPF2,49.468,-124.502,294,0,323,2016,3,17,23:18,Night,Spring,0.19298013004717,0.474679287574347,0.326433845060128,0.839431150896186,0.819859307749738,0.30755172409849,0.312786953164131,0.179133319033755,0.101170102813931,0.108727844384087,,2016-03-17,0.01772503,0.2280994,0.2536864,0.04290716,0.1728647,0.09894744,0.001271135,0.004512929,0.1338465,0.5013685
IOS2016003002101,Central Strait of Georgia,CPF1,49.367,-124.092,221,0,254,2016,3,17,0:43,Night,Spring,0.198521471217845,0.349480427439141,0.406395662339374,0.37413708820607,0.946456767310364,0.168353733531517,0.51306573212135,0.119215355886044,0.026984097623427,0.124827120712356,,2016-03-17,0.01772503,0.2280994,0.2536864,0.04290716,0.1728647,0.09894744,0.001271135,0.004512929,0.1338465,0.5013685
IOS2016003002301,Northern Strait of Georgia,24,49.503,-124.108,303,0,390,2016,3,17,2:36,Night,Spring,0.690676410341509,0.472376818156705,0.321776182790186,0.353838552721878,0.749486288287751,0.0808250076276011,0.224767097029317,0.0662615554064357,0.074347719314963,0.157969110719514,,2016-03-17,0.01772503,0.2280994,0.2536864,0.04290716,0.1728647,0.09894744,0.001271135,0.004512929,0.1338465,0.5013685
