region,Block3Day,Diatoms,Nemcek-NAN,N
Strait of Georgia South,2017-009,,,
Strait of Georgia South,2017-010,,,
Strait of Georgia South,2017-011,,,
Strait of Georgia South,2017-012,,,
Strait of Georgia South,2017-013,,,
Strait of Georgia South,2017-014,,,
Strait of Georgia South,2017-015,,,
Strait of Georgia South,2017-016,,,
Strait of Georgia South,2017-017,0.576,0.486,5
Strait of Georgia South,2017-018,,,
Strait of Georgia South,2017-019,,,
Strait of Georgia South,2017-020,,,
Strait of Georgia South,2017-021,,,
Strait of Georgia South,2017-022,,,
Strait of Georgia South,2017-023,,,
Strait of Georgia South,2017-024,,,
Strait of Georgia South,2017-025,,,
Strait of Georgia South,2017-026,,,
Strait of Georgia South,2017-027,,,
Strait of Georgia South,2017-028,,,
Strait of Georgia South,2017-029,,,
Strait of Georgia South,2017-030,,,
Strait of Georgia South,2017-031,,,
Strait of Georgia South,2017-032,,,
Strait of Georgia South,2017-033,9.3,0.45,1
Strait of Georgia South,2017-034,14.349,0.216,8
Strait of Georgia South,2017-035,3.68,0.5,1
Strait of Georgia South,2017-036,,,
Strait of Georgia South,2017-037,,,
Strait of Georgia South,2017-038,,,
Strait of Georgia South,2017-039,,,
Strait of Georgia South,2017-040,,,
Strait of Georgia South,2017-041,,,
Strait of Georgia South,2017-042,,,
Strait of Georgia South,2017-043,,,
Strait of Georgia South,2017-044,,,
Strait of Georgia South,2017-045,,,
Strait of Georgia South,2017-046,,,
Strait of Georgia South,2017-047,,,
Strait of Georgia South,2017-048,,,
Strait of Georgia South,2017-049,,,
Strait of Georgia South,2017-050,,,
Strait of Georgia South,2017-051,,,
Strait of Georgia South,2017-052,3.207,0.854,7
Strait of Georgia South,2017-053,,,
Strait of Georgia South,2017-054,,,
Strait of Georgia South,2017-055,,,
Strait of Georgia South,2017-056,,,
Strait of Georgia South,2017-057,,,
Strait of Georgia South,2017-058,0.03,1.24,1
Strait of Georgia South,2017-059,1.314,1.728,8
Strait of Georgia South,2017-060,,,
Strait of Georgia South,2017-061,,,
Strait of Georgia South,2017-062,,,
Strait of Georgia South,2017-063,,,
Strait of Georgia South,2017-064,,,
Strait of Georgia South,2017-065,,,
Strait of Georgia South,2017-066,,,
Strait of Georgia South,2017-067,,,
Strait of Georgia South,2017-068,,,
Strait of Georgia South,2017-069,,,
Strait of Georgia South,2017-070,,,
Strait of Georgia South,2017-071,,,
Strait of Georgia South,2017-072,,,
Strait of Georgia South,2017-073,,,
Strait of Georgia South,2017-074,,,
Strait of Georgia South,2017-075,,,
Strait of Georgia South,2017-076,,,
Strait of Georgia South,2017-077,,,
Strait of Georgia South,2017-078,,,
Strait of Georgia South,2017-079,,,
Strait of Georgia South,2017-080,,,
Strait of Georgia South,2017-081,,,
Strait of Georgia South,2017-082,,,
Strait of Georgia South,2017-083,,,
Strait of Georgia South,2017-084,,,
Strait of Georgia South,2017-085,0.259,1.85,8
Strait of Georgia South,2017-086,,,
Strait of Georgia South,2017-087,,,
Strait of Georgia South,2017-088,,,
Strait of Georgia South,2017-089,,,
Strait of Georgia South,2017-090,,,
Strait of Georgia South,2017-091,,,
Strait of Georgia South,2017-092,,,
Strait of Georgia South,2017-093,14.3,0.38,1
Strait of Georgia South,2017-094,2.567,1.236,9
Strait of Georgia South,2017-095,,,
Strait of Georgia South,2017-096,,,
Strait of Georgia South,2017-097,,,
Strait of Georgia South,2017-098,,,
Strait of Georgia South,2017-099,,,
Strait of Georgia South,2017-100,,,
Strait of Georgia South,2017-101,,,
Strait of Georgia South,2017-102,,,
Strait of Georgia South,2017-103,,,
Strait of Georgia South,2017-104,,,
Strait of Georgia South,2017-105,,,
Strait of Georgia South,2017-106,,,
Strait of Georgia South,2017-107,,,
Strait of Georgia South,2017-108,,,
Strait of Georgia South,2017-109,,,
Strait of Georgia South,2017-110,,,
Strait of Georgia South,2017-111,,,
Strait of Georgia South,2017-112,,,
Strait of Georgia South,2017-113,,,
Strait of Georgia South,2017-114,,,
Strait of Georgia South,2017-115,,,
Strait of Georgia South,2017-116,,,
Strait of Georgia South,2017-117,,,
Strait of Georgia South,2017-118,,,
Strait of Georgia South,2017-119,,,
Strait of Georgia South,2017-120,,,
Strait of Georgia South,2017-121,,,
Strait of Georgia South,2017-122,,,
Strait of Georgia South,2018-001,,,
Strait of Georgia South,2018-002,,,
Strait of Georgia South,2018-003,,,
Strait of Georgia South,2018-004,,,
Strait of Georgia South,2018-005,,,
Strait of Georgia South,2018-006,,,
Strait of Georgia South,2018-007,,,
Strait of Georgia South,2018-008,,,
Strait of Georgia South,2018-009,,,
Strait of Georgia South,2018-010,,,
Strait of Georgia South,2018-011,0.18,0.56,1
Strait of Georgia South,2018-012,0.204,0.54,7
Strait of Georgia South,2018-013,0.113,0.59,3
Strait of Georgia South,2018-014,,,
Strait of Georgia South,2018-015,,,
Strait of Georgia South,2018-016,,,
Strait of Georgia South,2018-017,,,
Strait of Georgia South,2018-018,,,
Strait of Georgia South,2018-019,,,
Strait of Georgia South,2018-020,,,
Strait of Georgia South,2018-021,1.957,1.24,3
Strait of Georgia South,2018-022,5.111,1.236,9
Strait of Georgia South,2018-023,,,
Strait of Georgia South,2018-024,,,
Strait of Georgia South,2018-025,,,
Strait of Georgia South,2018-026,,,
Strait of Georgia South,2018-027,,,
Strait of Georgia South,2018-028,,,
Strait of Georgia South,2018-029,,,
Strait of Georgia South,2018-030,,,
Strait of Georgia South,2018-031,,,
Strait of Georgia South,2018-032,,,
Strait of Georgia South,2018-033,9.491,0.414,8
Strait of Georgia South,2018-034,1.54,0.17,1
Strait of Georgia South,2018-035,,,
Strait of Georgia South,2018-036,,,
Strait of Georgia South,2018-037,,,
Strait of Georgia South,2018-038,,,
Strait of Georgia South,2018-039,0.52,1.48,1
Strait of Georgia South,2018-040,5.437,2.858,6
Strait of Georgia South,2018-041,2.9,2.36,1
Strait of Georgia South,2018-042,,,
Strait of Georgia South,2018-043,,,
Strait of Georgia South,2018-044,,,
Strait of Georgia South,2018-045,,,
Strait of Georgia South,2018-046,3.229,0.946,7
Strait of Georgia South,2018-047,,,
Strait of Georgia South,2018-048,,,
Strait of Georgia South,2018-049,3.24,4.12,4
Strait of Georgia South,2018-050,4.847,3.6,3
Strait of Georgia South,2018-051,1.38,1.84,1
Strait of Georgia South,2018-052,,,
Strait of Georgia South,2018-053,,,
Strait of Georgia South,2018-054,,,
Strait of Georgia South,2018-055,0.018,0.94,4
Strait of Georgia South,2018-056,0.063,1.51,3
Strait of Georgia South,2018-057,,,
Strait of Georgia South,2018-058,,,
Strait of Georgia South,2018-059,,,
Strait of Georgia South,2018-060,,,
Strait of Georgia South,2018-061,,,
Strait of Georgia South,2018-062,,,
Strait of Georgia South,2018-063,,,
Strait of Georgia South,2018-064,,,
Strait of Georgia South,2018-065,,,
Strait of Georgia South,2018-066,0.05,1.89,1
Strait of Georgia South,2018-067,0.006,2.571,7
Strait of Georgia South,2018-068,,,
Strait of Georgia South,2018-069,,,
Strait of Georgia South,2018-070,,,
Strait of Georgia South,2018-071,,,
Strait of Georgia South,2018-072,,,
Strait of Georgia South,2018-073,,,
Strait of Georgia South,2018-074,,,
Strait of Georgia South,2018-075,,,
Strait of Georgia South,2018-076,,,
Strait of Georgia South,2018-077,,,
Strait of Georgia South,2018-078,,,
Strait of Georgia South,2018-079,,,
Strait of Georgia South,2018-080,,,
Strait of Georgia South,2018-081,,,
Strait of Georgia South,2018-082,,,
Strait of Georgia South,2018-083,,,
Strait of Georgia South,2018-084,,,
Strait of Georgia South,2018-085,0.61,1.471,7
Strait of Georgia South,2018-086,,,
Strait of Georgia South,2018-087,,,
Strait of Georgia South,2018-088,,,
Strait of Georgia South,2018-089,,,
Strait of Georgia South,2018-090,26.17,0.46,1
Strait of Georgia South,2018-091,1.171,3.137,7
Strait of Georgia South,2018-092,2.065,1.605,2
Strait of Georgia South,2018-093,,,
Strait of Georgia South,2018-094,,,
Strait of Georgia South,2018-095,,,
Strait of Georgia South,2018-096,,,
Strait of Georgia South,2018-097,,,
Strait of Georgia South,2018-098,,,
Strait of Georgia South,2018-099,,,
Strait of Georgia South,2018-100,,,
Strait of Georgia South,2018-101,,,
Strait of Georgia South,2018-102,,,
Strait of Georgia South,2018-103,,,
Strait of Georgia South,2018-104,,,
Strait of Georgia South,2018-105,,,
Strait of Georgia South,2018-106,,,
Strait of Georgia South,2018-107,,,
Strait of Georgia South,2018-108,,,
Strait of Georgia South,2018-109,27.01,0.03,1
Strait of Georgia South,2018-110,0.133,0.456,9
Strait of Georgia South,2018-111,,,
Strait of Georgia South,2018-112,,,
Strait of Georgia South,2018-113,,,
Strait of Georgia South,2018-114,,,
Strait of Georgia South,2018-115,,,
Strait of Georgia South,2018-116,,,
Strait of Georgia South,2018-117,,,
Strait of Georgia South,2018-118,,,
Strait of Georgia South,2018-119,,,
Strait of Georgia South,2018-120,,,
Strait of Georgia South,2018-121,,,
Strait of Georgia South,2018-122,,,
Strait of Georgia South,2019-001,,,
Strait of Georgia South,2019-002,,,
Strait of Georgia South,2019-003,,,
Strait of Georgia South,2019-004,,,
Strait of Georgia South,2019-005,,,
Strait of Georgia South,2019-006,,,
Strait of Georgia South,2019-007,,,
Strait of Georgia South,2019-008,,,
Strait of Georgia South,2019-009,,,
Strait of Georgia South,2019-010,,,
Strait of Georgia South,2019-011,,,
Strait of Georgia South,2019-012,,,
Strait of Georgia South,2019-013,,,
Strait of Georgia South,2019-014,,,
Strait of Georgia South,2019-015,,,
Strait of Georgia South,2019-016,,,
Strait of Georgia South,2019-017,0.74,0.57,1
Strait of Georgia South,2019-018,0.462,0.58,5
Strait of Georgia South,2019-019,,,
Strait of Georgia South,2019-020,,,
Strait of Georgia South,2019-021,0.52,0.31,1
Strait of Georgia South,2019-022,5.883,0.927,6
Strait of Georgia South,2019-023,,,
Strait of Georgia South,2019-024,,,
Strait of Georgia South,2019-025,,,
Strait of Georgia South,2019-026,,,
Strait of Georgia South,2019-027,,,
Strait of Georgia South,2019-028,,,
Strait of Georgia South,2019-029,,,
Strait of Georgia South,2019-030,,,
Strait of Georgia South,2019-031,,,
Strait of Georgia South,2019-032,,,
Strait of Georgia South,2019-033,3.376,0.177,9
Strait of Georgia South,2019-034,2.095,0.1,2
Strait of Georgia South,2019-035,,,
Strait of Georgia South,2019-036,,,
Strait of Georgia South,2019-037,,,
Strait of Georgia South,2019-038,,,
Strait of Georgia South,2019-039,,,
Strait of Georgia South,2019-040,10.23,0.853,3
Strait of Georgia South,2019-041,12.526,1.14,5
Strait of Georgia South,2019-042,,,
Strait of Georgia South,2019-043,,,
Strait of Georgia South,2019-044,,,
Strait of Georgia South,2019-045,,,
Strait of Georgia South,2019-046,,,
Strait of Georgia South,2019-047,,,
Strait of Georgia South,2019-048,0,1.705,4
Strait of Georgia South,2019-049,,,
Strait of Georgia South,2019-050,,,
Strait of Georgia South,2019-051,1.04,0.88,1
Strait of Georgia South,2019-052,0.388,1.432,4
Strait of Georgia South,2019-053,0.376,1.788,5
Strait of Georgia South,2019-054,,,
Strait of Georgia South,2019-055,,,
Strait of Georgia South,2019-056,,,
Strait of Georgia South,2019-057,,,
Strait of Georgia South,2019-058,,,
Strait of Georgia South,2019-059,,,
Strait of Georgia South,2019-060,,,
Strait of Georgia South,2019-061,0.7,1.92,1
Strait of Georgia South,2019-062,0.78,2.25,6
Strait of Georgia South,2019-063,,,
Strait of Georgia South,2019-064,,,
Strait of Georgia South,2019-065,,,
Strait of Georgia South,2019-066,,,
Strait of Georgia South,2019-067,,,
Strait of Georgia South,2019-068,,,
Strait of Georgia South,2019-069,,,
Strait of Georgia South,2019-070,,,
Strait of Georgia South,2019-071,,,
Strait of Georgia South,2019-072,,,
Strait of Georgia South,2019-073,,,
Strait of Georgia South,2019-074,,,
Strait of Georgia South,2019-075,,,
Strait of Georgia South,2019-076,,,
Strait of Georgia South,2019-077,,,
Strait of Georgia South,2019-078,,,
Strait of Georgia South,2019-079,,,
Strait of Georgia South,2019-080,,,
Strait of Georgia South,2019-081,,,
Strait of Georgia South,2019-082,,,
Strait of Georgia South,2019-083,,,
Strait of Georgia South,2019-084,0.123,1.447,6
Strait of Georgia South,2019-085,,,
Strait of Georgia South,2019-086,,,
Strait of Georgia South,2019-087,,,
Strait of Georgia South,2019-088,,,
Strait of Georgia South,2019-089,,,
Strait of Georgia South,2019-090,,,
Strait of Georgia South,2019-091,2.48,0.69,1
Strait of Georgia South,2019-092,0.282,1.338,6
Strait of Georgia South,2019-093,2.26,1.019,7
Strait of Georgia South,2019-094,,,
Strait of Georgia South,2019-095,,,
Strait of Georgia South,2019-096,,,
Strait of Georgia South,2019-097,,,
Strait of Georgia South,2019-098,,,
Strait of Georgia South,2019-099,,,
Strait of Georgia South,2019-100,,,
Strait of Georgia South,2019-101,,,
Strait of Georgia South,2019-102,,,
Strait of Georgia South,2019-103,,,
Strait of Georgia South,2019-104,,,
Strait of Georgia South,2019-105,,,
Strait of Georgia South,2019-106,,,
Strait of Georgia South,2019-107,,,
Strait of Georgia South,2019-108,,,
Strait of Georgia South,2019-109,,,
Strait of Georgia South,2019-110,,,
Strait of Georgia South,2019-111,,,
Strait of Georgia South,2019-112,,,
Strait of Georgia South,2019-113,,,
Strait of Georgia South,2019-114,,,
Strait of Georgia South,2019-115,,,
Strait of Georgia South,2019-116,,,
Strait of Georgia South,2019-117,,,
Strait of Georgia South,2019-118,,,
Strait of Georgia South,2019-119,,,
Strait of Georgia South,2019-120,,,
Strait of Georgia South,2019-121,,,
Strait of Georgia South,2019-122,,,
ALL,2015-001,,,
ALL,2015-002,,,
ALL,2015-003,,,
ALL,2015-004,,,
ALL,2015-005,,,
ALL,2015-006,,,
ALL,2015-007,,,
ALL,2015-008,,,
ALL,2015-009,,,
ALL,2015-010,,,
ALL,2015-011,,,
ALL,2015-012,,,
ALL,2015-013,,,
ALL,2015-014,,,
ALL,2015-015,,,
ALL,2015-016,,,
ALL,2015-017,,,
ALL,2015-018,,,
ALL,2015-019,,,
ALL,2015-020,,,
ALL,2015-021,,,
ALL,2015-022,,,
ALL,2015-023,,,
ALL,2015-024,,,
ALL,2015-025,,,
ALL,2015-026,,,
ALL,2015-027,,,
ALL,2015-028,,,
ALL,2015-029,,,
ALL,2015-030,,,
ALL,2015-031,9.05,0.253,3
ALL,2015-032,3.199,0.656,13
ALL,2015-033,10.67,0.48,1
ALL,2015-034,,,
ALL,2015-035,,,
ALL,2015-036,,,
ALL,2015-037,,,
ALL,2015-038,,,
ALL,2015-039,,,
ALL,2015-040,,,
ALL,2015-041,,,
ALL,2015-042,,,
ALL,2015-043,,,
ALL,2015-044,,,
ALL,2015-045,,,
ALL,2015-046,,,
ALL,2015-047,,,
ALL,2015-048,,,
ALL,2015-049,,,
ALL,2015-050,,,
ALL,2015-051,,,
ALL,2015-052,,,
ALL,2015-053,0.374,1.023,9
ALL,2015-054,,,
ALL,2015-055,,,
ALL,2015-056,,,
ALL,2015-057,,,
ALL,2015-058,,,
ALL,2015-059,5.788,0.702,4
ALL,2015-060,0.197,0.78,10
ALL,2015-061,,,
ALL,2015-062,,,
ALL,2015-063,,,
ALL,2015-064,,,
ALL,2015-065,,,
ALL,2015-066,,,
ALL,2015-067,,,
ALL,2015-068,,,
ALL,2015-069,,,
ALL,2015-070,,,
ALL,2015-071,,,
ALL,2015-072,,,
ALL,2015-073,,,
ALL,2015-074,,,
ALL,2015-075,,,
ALL,2015-076,,,
ALL,2015-077,,,
ALL,2015-078,,,
ALL,2015-079,,,
ALL,2015-080,,,
ALL,2015-081,,,
ALL,2015-082,,,
ALL,2015-083,,,
ALL,2015-084,,,
ALL,2015-085,,,
ALL,2015-086,0.531,2.322,10
ALL,2015-087,,,
ALL,2015-088,,,
ALL,2015-089,,,
ALL,2015-090,,,
ALL,2015-091,0.46,2.45,2
ALL,2015-092,2.041,1.235,12
ALL,2015-093,1.5,1.73,1
ALL,2015-094,,,
ALL,2015-095,,,
ALL,2015-096,,,
ALL,2015-097,,,
ALL,2015-098,,,
ALL,2015-099,,,
ALL,2015-100,,,
ALL,2015-101,,,
ALL,2015-102,,,
ALL,2015-103,,,
ALL,2015-104,,,
ALL,2015-105,,,
ALL,2015-106,,,
ALL,2015-107,,,
ALL,2015-108,,,
ALL,2015-109,,,
ALL,2015-110,,,
ALL,2015-111,,,
ALL,2015-112,,,
ALL,2015-113,,,
ALL,2015-114,,,
ALL,2015-115,,,
ALL,2015-116,,,
ALL,2015-117,,,
ALL,2015-118,,,
ALL,2015-119,,,
ALL,2015-120,,,
ALL,2015-121,,,
ALL,2015-122,,,
ALL,2016-001,,,
ALL,2016-002,,,
ALL,2016-003,,,
ALL,2016-004,,,
ALL,2016-005,,,
ALL,2016-006,,,
ALL,2016-007,,,
ALL,2016-008,,,
ALL,2016-009,,,
ALL,2016-010,,,
ALL,2016-011,,,
ALL,2016-012,,,
ALL,2016-013,,,
ALL,2016-014,,,
ALL,2016-015,,,
ALL,2016-016,,,
ALL,2016-017,,,
ALL,2016-018,,,
ALL,2016-019,,,
ALL,2016-020,,,
ALL,2016-021,,,
ALL,2016-022,,,
ALL,2016-023,,,
ALL,2016-024,,,
ALL,2016-025,,,
ALL,2016-026,,,
ALL,2016-027,,,
ALL,2016-028,,,
ALL,2016-029,,,
ALL,2016-030,,,
ALL,2016-031,,,
ALL,2016-032,,,
ALL,2016-033,,,
ALL,2016-034,,,
ALL,2016-035,,,
ALL,2016-036,,,
ALL,2016-037,,,
ALL,2016-038,8.912,0.502,4
ALL,2016-039,2.492,0.369,14
ALL,2016-040,,,
ALL,2016-041,,,
ALL,2016-042,,,
ALL,2016-043,,,
ALL,2016-044,,,
ALL,2016-045,,,
ALL,2016-046,,,
ALL,2016-047,,,
ALL,2016-048,,,
ALL,2016-049,,,
ALL,2016-050,,,
ALL,2016-051,,,
ALL,2016-052,1.401,0.436,10
ALL,2016-053,,,
ALL,2016-054,,,
ALL,2016-055,,,
ALL,2016-056,2.385,0.99,2
ALL,2016-057,1.089,1.572,14
ALL,2016-058,2.95,4.09,1
ALL,2016-059,,,
ALL,2016-060,,,
ALL,2016-061,,,
ALL,2016-062,,,
ALL,2016-063,,,
ALL,2016-064,,,
ALL,2016-065,,,
ALL,2016-066,,,
ALL,2016-067,,,
ALL,2016-068,,,
ALL,2016-069,,,
ALL,2016-070,,,
ALL,2016-071,,,
ALL,2016-072,,,
ALL,2016-073,,,
ALL,2016-074,,,
ALL,2016-075,,,
ALL,2016-076,,,
ALL,2016-077,,,
ALL,2016-078,,,
ALL,2016-079,,,
ALL,2016-080,,,
ALL,2016-081,,,
ALL,2016-082,,,
ALL,2016-083,,,
ALL,2016-084,,,
ALL,2016-085,0.186,2.351,7
ALL,2016-086,0,3.607,3
ALL,2016-087,,,
ALL,2016-088,,,
ALL,2016-089,1.418,1.692,5
ALL,2016-090,1.03,2.885,13
ALL,2016-091,1.11,0.73,1
ALL,2016-092,,,
ALL,2016-093,,,
ALL,2016-094,,,
ALL,2016-095,,,
ALL,2016-096,,,
ALL,2016-097,,,
ALL,2016-098,,,
ALL,2016-099,,,
ALL,2016-100,,,
ALL,2016-101,,,
ALL,2016-102,0.068,0.948,6
ALL,2016-103,0.091,0.382,10
ALL,2016-104,,,
ALL,2016-105,,,
ALL,2016-106,,,
ALL,2016-107,,,
ALL,2016-108,,,
ALL,2016-109,,,
ALL,2016-110,,,
ALL,2016-111,,,
ALL,2016-112,,,
ALL,2016-113,,,
ALL,2016-114,,,
ALL,2016-115,,,
ALL,2016-116,,,
ALL,2016-117,,,
ALL,2016-118,,,
ALL,2016-119,,,
ALL,2016-120,,,
ALL,2016-121,,,
ALL,2016-122,,,
ALL,2017-001,,,
ALL,2017-002,,,
ALL,2017-003,,,
ALL,2017-004,,,
ALL,2017-005,,,
ALL,2017-006,,,
ALL,2017-007,,,
ALL,2017-008,,,
ALL,2017-009,,,
ALL,2017-010,,,
ALL,2017-011,,,
ALL,2017-012,,,
ALL,2017-013,,,
ALL,2017-014,,,
ALL,2017-015,,,
ALL,2017-016,,,
ALL,2017-017,0.46,0.463,12
ALL,2017-018,,,
ALL,2017-019,,,
ALL,2017-020,,,
ALL,2017-021,,,
ALL,2017-022,,,
ALL,2017-023,,,
ALL,2017-024,,,
ALL,2017-025,,,
ALL,2017-026,,,
ALL,2017-027,,,
ALL,2017-028,,,
ALL,2017-029,,,
ALL,2017-030,,,
ALL,2017-031,,,
ALL,2017-032,,,
ALL,2017-033,9.3,0.45,1
ALL,2017-034,10.561,0.331,15
ALL,2017-035,5.288,0.358,4
ALL,2017-036,,,
ALL,2017-037,,,
ALL,2017-038,,,
ALL,2017-039,,,
ALL,2017-040,,,
ALL,2017-041,,,
ALL,2017-042,,,
ALL,2017-043,,,
ALL,2017-044,,,
ALL,2017-045,,,
ALL,2017-046,,,
ALL,2017-047,,,
ALL,2017-048,1.9,0.22,1
ALL,2017-049,,,
ALL,2017-050,,,
ALL,2017-051,8.97,1.71,1
ALL,2017-052,4.41,0.898,9
ALL,2017-053,,,
ALL,2017-054,,,
ALL,2017-055,,,
ALL,2017-056,,,
ALL,2017-057,,,
ALL,2017-058,0.397,0.837,3
ALL,2017-059,0.896,1.496,15
ALL,2017-060,,,
ALL,2017-061,,,
ALL,2017-062,,,
ALL,2017-063,,,
ALL,2017-064,,,
ALL,2017-065,,,
ALL,2017-066,,,
ALL,2017-067,,,
ALL,2017-068,,,
ALL,2017-069,,,
ALL,2017-070,,,
ALL,2017-071,,,
ALL,2017-072,,,
ALL,2017-073,,,
ALL,2017-074,,,
ALL,2017-075,,,
ALL,2017-076,,,
ALL,2017-077,,,
ALL,2017-078,,,
ALL,2017-079,,,
ALL,2017-080,,,
ALL,2017-081,3.99,3.06,1
ALL,2017-082,,,
ALL,2017-083,,,
ALL,2017-084,,,
ALL,2017-085,0.327,1.54,12
ALL,2017-086,,,
ALL,2017-087,,,
ALL,2017-088,,,
ALL,2017-089,,,
ALL,2017-090,,,
ALL,2017-091,,,
ALL,2017-092,,,
ALL,2017-093,4.533,0.875,4
ALL,2017-094,1.898,0.985,15
ALL,2017-095,,,
ALL,2017-096,,,
ALL,2017-097,,,
ALL,2017-098,,,
ALL,2017-099,,,
ALL,2017-100,,,
ALL,2017-101,,,
ALL,2017-102,,,
ALL,2017-103,,,
ALL,2017-104,,,
ALL,2017-105,,,
ALL,2017-106,,,
ALL,2017-107,,,
ALL,2017-108,,,
ALL,2017-109,,,
ALL,2017-110,,,
ALL,2017-111,,,
ALL,2017-112,,,
ALL,2017-113,,,
ALL,2017-114,,,
ALL,2017-115,,,
ALL,2017-116,,,
ALL,2017-117,,,
ALL,2017-118,,,
ALL,2017-119,,,
ALL,2017-120,,,
ALL,2017-121,,,
ALL,2017-122,,,
ALL,2018-001,,,
ALL,2018-002,,,
ALL,2018-003,,,
ALL,2018-004,,,
ALL,2018-005,,,
ALL,2018-006,,,
ALL,2018-007,,,
ALL,2018-008,,,
ALL,2018-009,,,
ALL,2018-010,,,
ALL,2018-011,0.18,0.56,1
ALL,2018-012,0.181,0.466,17
ALL,2018-013,0.113,0.59,3
ALL,2018-014,,,
ALL,2018-015,,,
ALL,2018-016,,,
ALL,2018-017,,,
ALL,2018-018,,,
ALL,2018-019,,,
ALL,2018-020,,,
ALL,2018-021,1.488,1.17,6
ALL,2018-022,3.836,1.018,13
ALL,2018-023,,,
ALL,2018-024,,,
ALL,2018-025,,,
ALL,2018-026,,,
ALL,2018-027,,,
ALL,2018-028,,,
ALL,2018-029,,,
ALL,2018-030,,,
ALL,2018-031,,,
ALL,2018-032,,,
ALL,2018-033,7.308,0.369,13
ALL,2018-034,5.458,0.413,6
ALL,2018-035,,,
ALL,2018-036,,,
ALL,2018-037,,,
ALL,2018-038,,,
ALL,2018-039,0.52,1.48,1
ALL,2018-040,6.088,2.542,10
ALL,2018-041,2.275,1.162,4
ALL,2018-042,,,
ALL,2018-043,0.48,0.65,1
ALL,2018-044,,,
ALL,2018-045,,,
ALL,2018-046,2.589,0.804,11
ALL,2018-047,,,
ALL,2018-048,,,
ALL,2018-049,3.24,4.12,4
ALL,2018-050,2.312,1.977,9
ALL,2018-051,1.71,2.705,2
ALL,2018-052,,,
ALL,2018-053,,,
ALL,2018-054,,,
ALL,2018-055,0.106,1.409,7
ALL,2018-056,0.109,1.427,9
ALL,2018-057,,,
ALL,2018-058,,,
ALL,2018-059,,,
ALL,2018-060,,,
ALL,2018-061,,,
ALL,2018-062,,,
ALL,2018-063,,,
ALL,2018-064,,,
ALL,2018-065,,,
ALL,2018-066,0.05,1.89,1
ALL,2018-067,0.474,2.424,12
ALL,2018-068,0.92,2.895,4
ALL,2018-069,,,
ALL,2018-070,,,
ALL,2018-071,,,
ALL,2018-072,,,
ALL,2018-073,,,
ALL,2018-074,,,
ALL,2018-075,,,
ALL,2018-076,,,
ALL,2018-077,,,
ALL,2018-078,,,
ALL,2018-079,,,
ALL,2018-080,,,
ALL,2018-081,,,
ALL,2018-082,4.73,0.52,1
ALL,2018-083,,,
ALL,2018-084,1.323,0.823,3
ALL,2018-085,0.511,1.239,9
ALL,2018-086,1.81,0.24,1
ALL,2018-087,,,
ALL,2018-088,,,
ALL,2018-089,,,
ALL,2018-090,13.94,0.41,2
ALL,2018-091,1.688,2.227,13
ALL,2018-092,3.878,1.57,6
ALL,2018-093,,,
ALL,2018-094,,,
ALL,2018-095,,,
ALL,2018-096,,,
ALL,2018-097,,,
ALL,2018-098,,,
ALL,2018-099,,,
ALL,2018-100,,,
ALL,2018-101,,,
ALL,2018-102,,,
ALL,2018-103,,,
ALL,2018-104,,,
ALL,2018-105,,,
ALL,2018-106,,,
ALL,2018-107,,,
ALL,2018-108,,,
ALL,2018-109,13.67,0.105,2
ALL,2018-110,0.13,0.343,16
ALL,2018-111,,,
ALL,2018-112,,,
ALL,2018-113,,,
ALL,2018-114,,,
ALL,2018-115,,,
ALL,2018-116,,,
ALL,2018-117,,,
ALL,2018-118,,,
ALL,2018-119,,,
ALL,2018-120,,,
ALL,2018-121,,,
ALL,2018-122,,,
ALL,2019-001,,,
ALL,2019-002,,,
ALL,2019-003,,,
ALL,2019-004,,,
ALL,2019-005,,,
ALL,2019-006,,,
ALL,2019-007,,,
ALL,2019-008,,,
ALL,2019-009,,,
ALL,2019-010,,,
ALL,2019-011,,,
ALL,2019-012,,,
ALL,2019-013,,,
ALL,2019-014,,,
ALL,2019-015,,,
ALL,2019-016,,,
ALL,2019-017,0.447,0.563,3
ALL,2019-018,0.399,0.536,7
ALL,2019-019,,,
ALL,2019-020,,,
ALL,2019-021,0.52,0.31,1
ALL,2019-022,4.203,0.943,11
ALL,2019-023,2.907,0.307,3
ALL,2019-024,,,
ALL,2019-025,,,
ALL,2019-026,,,
ALL,2019-027,,,
ALL,2019-028,,,
ALL,2019-029,,,
ALL,2019-030,,,
ALL,2019-031,,,
ALL,2019-032,,,
ALL,2019-033,2.128,0.313,15
ALL,2019-034,1.643,0.148,6
ALL,2019-035,,,
ALL,2019-036,,,
ALL,2019-037,,,
ALL,2019-038,,,
ALL,2019-039,,,
ALL,2019-040,10.23,0.853,3
ALL,2019-041,7.615,1.155,12
ALL,2019-042,,,
ALL,2019-043,,,
ALL,2019-044,,,
ALL,2019-045,,,
ALL,2019-046,,,
ALL,2019-047,,,
ALL,2019-048,0.013,1.384,7
ALL,2019-049,,,
ALL,2019-050,,,
ALL,2019-051,1.04,0.88,1
ALL,2019-052,0.406,1.129,7
ALL,2019-053,0.204,1.502,12
ALL,2019-054,,,
ALL,2019-055,,,
ALL,2019-056,,,
ALL,2019-057,,,
ALL,2019-058,,,
ALL,2019-059,,,
ALL,2019-060,,,
ALL,2019-061,0.7,1.92,1
ALL,2019-062,0.752,1.678,12
